"GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "Light*P", "PRR5_mRNA", "PRR5_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_mod", "Y_mRNA", "Y_prot"
0,0.086955,0.32329,0.65434,0.46447,1.0295,2.9722,0.62387,3.2568,1.1566,2.5876,2.2046,3.4487,1.1262,0.74777,0.96323,1.8479,1.7281
0,0,0.50993,1.9379,1.1794,1.1582,0.71479,0.4679,3.769,1.1566,2.4492,3.5636,3.209,1.8736,1.6448,0.61506,2.0327,2.4842
0,0.14374,0.2458,2.0956,1.9377,1.673,0,0.4679,3.4069,1.3441,4.1661,0.73689,2.2352,1.1795,1.7088,1.1373,0.66526,2.0881
0,0.0015606,0,1.7803,2.176,2.3807,0,1.2477,2.7812,2.1147,2.2346,0.35637,2.7175,0.80581,1.7729,1.6596,0.18479,1.2961
0,0.099617,0.38159,1.8478,2.4794,2.2521,0,1.5597,3.1582,2.6563,1.7023,0.19329,2.2605,0.53886,1.7729,1.6596,0.036959,0.79205
0,0.11258,0.49261,1.8929,2.631,1.9303,0,2.0276,2.1754,2.9896,2.5221,0.41073,4.0229,0.37869,1.7088,1.4855,0.036959,0.46803
0,0.060731,0.37046,1.9604,2.4794,2.3807,0.18174,2.4955,3.494,2.5521,4.2861,0.57381,3.9686,0.27191,1.1963,1.3114,0.11088,0.28802
0,0.1139,0.81443,1.3074,1.9594,2.5738,0.0012327,3.4313,4.0137,2.8021,2.09,0.51945,2.4446,0.27191,0.87592,1.4855,0.36959,0.36002
0,0.075873,0.51909,1.0146,1.3311,2.7668,6.0063e-07,2.4955,1.99,2.6563,2.8758,1.1718,2.3301,0.27191,0.81184,1.6596,0.40655,0.28802
0,0.1201,0.2724,0.76693,0.87612,2.7668,4.5896e-10,2.4955,2.9114,2.2397,3.1498,0.84561,1.9083,0.27191,0.49149,1.4855,0.59134,0.36002
0,0.20997,0.68282,0.56426,0.85445,1.9947,7.3212e-07,2.1836,1.65,2.0939,1.1796,0.84561,3.7414,0.27191,0.29928,1.3114,1.2936,0.75605
0,0.14925,0.50121,0.38411,0.5728,1.6086,0.0022415,1.5597,1.4696,1.5107,1.6374,1.063,3.5604,0.48547,0.36335,1.1373,0.99788,1.0801
0,0.10017,0.30883,0.63182,0.52947,1.1582,2.9317,0.93581,4.5072,0.84419,1.043,1.9872,3.123,0.69903,0.42742,1.1373,3.1045,1.4761
0.1249,0.93992,0.60838,0.035131,0.091179,0,2.8685,0,4.1126,0.073524,1.5503,1.8241,2.801,1.6067,1.901,4.445,1.3305,1.0801
1.9985,4.9832,0.82442,0.038385,0.032998,0,1.0007,0,1.4437,0.073524,2.2161,4.379,4.3159,2.4609,2.0933,3.5745,2.8828,2.4842
3.4349,2.4342,1.0405,0,0.074947,0,0.071505,0,1.8217,0.073524,1.3419,1.4979,2.0849,3.849,3.2465,3.4004,1.9958,2.8802
3.4973,2.7418,0.60838,0.027907,0.069245,0,0,0,3.2257,0.073524,1.984,0.41073,0.98613,4.0092,3.8232,2.8782,0.66526,1.8721
3.1226,2.2584,0.39234,0.027384,0.040302,0,0,0,4.4576,0.073524,1.5839,0.13893,3.4093,3.7423,3.5669,2.8782,0.51742,1.0801
3.2475,2.3023,0.82442,0.0044353,0.038355,0,0,0,4.0362,0.073524,2.8011,0.08457,2.0415,2.9948,4.1435,2.8782,0.55438,0.86406
3.2475,2.4781,0.39234,0.042395,0.075938,0,0.036349,0,2.0456,0.073524,2.2513,0.24765,2.3485,2.194,3.1825,2.8782,0.66526,0.75605
1.3115,0.50044,5.1453,0.019716,0.027598,0,0.00098619,0,4.5938,0.073524,0.72218,0.13893,3.3352,2.1406,2.5417,3.2264,0.48046,1.0081
0.31226,0.14885,4.2811,0.015995,0.085358,0,5.2658e-07,0,2.1526,0.073524,1.4896,0.08457,2.7328,2.2473,2.2855,3.0523,0.48046,0.64804
0,0.1049,3.4169,0.065689,0,0,4.5356e-10,0,2.6699,0.073524,2.2082,0.08457,3.3102,1.9804,2.2855,2.53,0.33263,0.57604
0,0.1049,1.4726,0.0011297,0.071131,0,7.2416e-07,0,4.0955,0.073524,2.3998,0.08457,2.9129,1.4999,2.2214,2.1818,0.51742,0.68405
0,0.1049,0.82442,0.060064,0.035902,0,0.0022654,0,3.8978,0.073524,3.3111,0.08457,4.549,1.4999,2.1573,2.8782,0.4435,0.90006
0.062452,0.98387,0.39234,0.05535,0.014704,0,2.8244,0,2.8138,0.073524,1.0255,1.8241,1.8495,1.5533,1.7729,3.2264,1.3305,1.0801
0.43716,1.4673,1.4726,0.36159,0.44281,1.5443,2.8685,2.6515,2.7119,1.5315,0.64831,2.5308,2.6504,0.054717,0.084254,0.65145,3.3263,2.4482
