"GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "Light*P", "PRR5_mRNA", "PRR5_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_mod", "Y_mRNA", "Y_prot"
0,0.14907,0.23283,0.25369,0.34213,1.0779,2.7287,0.98802,2.8168,0.98062,1.1179,1.8754,1.5567,2.0515,1.0359,0.49822,2.8398,2.0538
0,0.11389,0.43606,0.8269,0.70623,1.0779,0.86826,0.79041,1.9501,0.73406,4.3801,3.5444,3.1006,2.5747,2.243,0.77315,2.3914,2.6669
0,0.10221,0.27034,0.8269,0.85187,1.2319,0.07238,0.39521,1.0834,0.85734,1.7914,1.3018,2.9275,1.3713,2.3771,1.0481,0.52313,1.6553
0,0.065581,0.17524,0.63583,0.76084,1.6169,0,0.39521,0.65004,1.0546,2.4349,0.46729,3.3348,1.162,2.0418,1.1855,0.74733,0.82766
0,0.14658,0.30945,0.90651,0.9975,1.3089,0,0.39521,0.65004,1.3505,3.6213,0.25868,2.7056,0.84808,1.8406,1.323,0.52313,0.82766
0,0.095328,0,0.90651,1.0521,2.0019,0,0.59281,0.43336,1.671,1.2166,0.36299,3.1182,0.69112,1.5724,0.91061,0.4484,0.7357
0,0.0027094,0.010818,1.0498,1.2342,2.3868,0.22076,0.79041,0.43336,1.671,3.8824,0.41514,3.1297,0.53416,1.4382,0.77315,0.67259,0.49047
0,0.073076,0.051421,0.69952,1.1431,2.9258,0.00097331,1.1856,0.43336,2.2627,3.3104,0.62375,1.8795,0.37719,1.17,0.63569,0.4484,0.58243
0,0.11637,0.12457,0.41292,0.85187,3.3108,5.247e-07,3.5569,1.5168,2.46,2.4445,0.51945,0.56319,0.32487,0.90178,0.91061,0.74733,0.52112
0,0.096037,0.35595,0.30146,0.597,2.4638,4.5912e-10,3.3593,2.1668,2.4107,3.6267,0.46729,3.5218,0.53416,0.83472,1.0481,0.93416,0.95028
0,0.055503,0.16744,0.25369,0.43316,2.4638,7.3303e-07,2.9641,2.1668,1.8929,3.3686,0.41514,1.8835,1.319,1.103,0.49822,1.2331,1.2875
0,0.041996,0.063846,0.19,0.36034,1.3859,0.0022207,1.7784,2.8168,1.3505,3.9133,0.25868,1.5687,1.5806,1.5053,0.49822,1.1584,1.5327
0,0,0.16306,0.20593,0.23291,0.69295,2.8952,0.98802,1.0834,0.83268,3.3422,1.1453,3.4909,2.2607,1.3041,0.49822,2.0551,1.3794
0.2819,0.64631,0.26613,0.028325,0.067548,0,3.0086,0,0,0.068336,3.8947,2.2927,5.2553,1.7375,2.4441,2.1478,1.121,0.91962
0.79872,2.6948,0.26613,0.0078924,0.028602,0,0.94061,0,0,0.068336,4.121,3.9616,3.9411,2.3131,2.4441,0.91061,1.9057,1.594
1.5504,2.5086,0.26613,0.013408,0,0,0.14476,0,0,0.068336,2.6812,1.2496,3.16,2.2084,2.5782,1.0481,2.0551,1.5327
1.3625,2.7321,0.54828,0.023076,0.018784,0,0.07238,0,0,0.068336,1.7273,0.46729,1.669,2.627,3.1147,1.323,1.3452,1.5327
1.5974,2.3596,0.54828,0.039677,0.032818,0,0,0,0,0.068336,3.3122,0.20653,3.7634,4.1443,3.6512,1.1855,1.0089,1.2875
2.1612,1.9499,0.12506,0.028872,0.035541,0,0,0,0,0.068336,1.7681,0.10222,2.4947,3.4118,3.7853,1.5979,0.70996,1.2262
1.8323,1.6147,0.26613,0,0.050972,0,0.14718,0,0,0.068336,2.1458,0.31083,1.3946,2.8363,4.3218,1.8729,0.2242,0.88897
0.65777,0.53457,4.6394,0.023566,0.033509,0,0.0011231,0,0,0.068336,1.9669,0.15437,1.9062,2.2084,3.2488,2.4227,0.41103,0.52112
0.14095,0.12486,4.0751,0.040534,0.044778,0,5.9132e-07,0,0,0.068336,5.0001,0.10222,1.362,1.5282,3.2488,3.11,0.1121,0.42916
0,0.087616,3.5108,0.044188,0.0075279,0,4.6458e-10,0,0,0.068336,3.2206,0.10222,2.9833,1.4236,2.3771,3.5224,0.41103,0.3372
0,0.087616,2.3822,0.049388,0.06963,0,7.4914e-07,0,0,0.068336,4.2652,0.10222,1.9426,1.6852,2.0418,3.9348,1.0089,0.49047
0,0.087616,2.1001,0.024235,0.045124,0,0.0023656,0,0,0.068336,0.90405,0.10222,3.1493,1.6329,2.4441,3.9348,0.56049,0.85832
0.42285,0.79529,0.4072,0.065259,0.045635,0,2.9314,0,0,0.068336,2.7266,1.4061,2.3361,2.3131,2.6453,3.11,1.121,0.85832
0.37587,1.4657,0.68935,0.25369,0.2147,0.61596,3.0436,0.39521,1.0834,0.58612,0.45641,1.4582,2.6023,0.16908,0.075847,0.20378,4.9697,3.7092
1.9733,5.9725,1.1126,0.87466,0.597,0.61596,0.57884,0,0.86672,0.48749,1.9757,4.0137,1.5681,0.095094,0.070505,0.082712,5.3434,6.0082
3.5237,4.1474,1.8179,0.95428,0.88828,1.3089,0,0.59281,0.43336,0.98062,2.5231,1.4061,1.918,0.10847,0.075895,0.30613,3.064,5.3951
4.5104,2.9183,0.4072,0.89059,1.0521,1.6939,0,0.59281,0,1.3751,1.5862,0.78022,1.9333,0.077505,0.051691,0.3626,1.8683,4.169
4.5574,2.7321,0.26613,1.0339,1.2706,2.3868,0,1.3832,0.65004,2.0162,2.5289,1.2496,1.7385,0.079107,0.13042,0.2051,1.6441,2.9735
4.5104,1.652,0.4072,1.2409,1.489,2.8488,0,2.1736,1.9501,2.4107,2.0729,1.1453,3.6658,0.18681,0.11943,0.14317,0.82206,2.0538
3.5237,1.8754,0.54828,0.90651,1.216,3.2338,0.14718,1.976,2.6002,2.8298,3.0491,0.98883,2.6165,0,0.15616,0.23853,1.0089,1.5634
1.4095,0.49732,4.3573,0.5403,0.94289,3.3108,0.0012229,3.1617,2.3835,2.8791,3.484,0.88452,1.8003,0.047539,0,0,0.56049,1.1649
0.46983,0.12486,5.0626,0.31738,0.72443,2.7718,5.7467e-07,1.1856,1.9501,2.386,1.9275,0.72806,3.4398,0.13669,0.15361,0.1971,0.70996,0.7357
0.14095,0.087616,4.2162,0.23777,0.52418,2.0789,4.5912e-10,2.3712,1.7334,2.0655,2.0476,0.78022,2.3099,0.056059,0.1897,0.067893,1.6441,1.2875
0.046983,0.087616,3.5108,0.17408,0.37854,1.4629,7.0887e-07,1.7784,2.3835,1.5231,1.7124,0.41514,2.7625,0.13708,0.0046594,0.020238,2.0925,1.9619
0.046983,0.087616,1.8179,0.12632,0.28752,1.0009,0.0022449,1.3832,1.7334,1.1532,2.9242,0.15437,2.9481,0.10645,0.086282,0.074306,2.9146,2.2378
0.32888,1.354,0.9715,0.19,0.30572,0.69295,3.0762,0.79041,1.5168,0.88199,1.3255,1.4582,3.2483,0.14405,0.048453,0.089741,3.5124,2.6363
0.046983,1.2422,0.12506,0.17408,0.28752,1.6939,2.7637,0.79041,2.3835,0.032972,2.5699,0.12716,3.6838,2.2084,0.76766,0.77315,3.7366,2.1458
1.2216,3.626,0.26613,0.71544,0.52418,1.2319,0.65119,0.59281,1.0834,0.012772,1.2852,0.12713,3.6121,3.4641,1.9747,0.91061,3.1014,3.4333
2.4431,1.6147,0.26613,0.92243,0.90648,1.0009,0,0.1976,0.65004,0.09709,2.0619,0.12637,2.5753,2.7839,2.7794,0.77315,0.67259,3.188
2.4901,0.68355,0.26613,1.4479,1.489,1.6939,0,0.79041,0.86672,0.038725,3.1175,0.21752,2.8508,2.2607,2.9135,1.5979,0.14947,1.9925
2.3492,0.83254,0.12506,1.4319,1.6165,2.0789,0,0.79041,0.65004,0.048578,3.6139,0.073967,3.323,1.4236,2.1088,1.8729,0.1121,0.91962
1.9263,0.53457,0.12506,1.4638,2.108,2.4638,0,1.7784,0.43336,0.078459,2.7731,0.053258,0.95021,0.95272,2.1759,1.8729,0,0.3372
1.5035,0.31109,0.12506,1.4001,2.3629,2.8488,0.18397,2.3712,1.3001,0.06829,1.894,0.033212,2.4709,0.79576,1.4382,1.7354,0.1121,0.21458
0.23492,0.16211,2.1001,0.95428,2.1808,2.4638,0.0012978,2.3712,2.1668,0,1.8858,0.20055,2.4581,0.42951,1.0359,1.323,0.1121,0.15327
