"GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "Light*P", "PRR5_mRNA", "PRR5_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_mod", "Y_mRNA", "Y_prot"
0,0.040005,0.1077,0.95725,0.44354,0.6288,2.8774,0.96288,1.4915,0.63002,4.8907,1.7764,3.4268,1.6004,1.5547,1.1194,2.1682,1.4491
0,0.097905,0.03765,2.7783,1.1586,0.55893,1.3623,0.19258,1.0654,0.50867,2.9726,3.9951,3.3857,1.7842,1.6723,1.4866,1.8429,2.0894
0,0.036851,0.18256,2.924,2.4382,1.5371,0.14345,0.57773,0.63921,1.1397,1.5444,1.7282,2.9898,1.6004,2.437,2.2209,0.36136,1.685
0,0.080739,0.043946,3.1061,2.8898,1.8864,0,0.19258,0.85228,1.9164,2.2565,0.37767,2.9406,0.86531,2.3782,1.6702,0.036136,0.7414
0,0.00078154,0.060292,2.8511,3.4167,2.096,0,0.96288,0.85228,2.7901,1.5765,0.2812,3.1306,0.58965,2.2017,1.4866,0.18068,0.4718
0,0.054077,0.14329,3.1789,3.793,3.0042,0,1.5406,1.2784,2.9357,2.0203,0.2812,2.3709,0.35994,1.79,1.1194,0.072272,0.2359
0,0.054743,0.094864,2.4869,3.4543,3.7728,0.14584,2.3109,2.5568,3.3483,1.4003,0.2812,1.6968,0.35994,1.6723,1.4866,0.036136,0.1348
0,0,0.010254,1.7221,2.7392,3.7029,0.0011376,3.6589,2.7699,3.1542,2.5166,0.37767,1.8606,0.31399,1.2018,1.8538,0.10841,0.0674
0,0.13923,0,1.3215,2.0242,3.144,5.2821e-07,2.3109,2.5568,2.9115,2.7267,0.2812,3.2571,0.26805,0.96648,2.0373,0.14454,0.1348
0,0.096173,0.095199,0.88441,1.422,3.0042,4.4413e-10,2.5035,2.3438,2.9357,2.5661,0.5706,2.6155,0.35994,0.61355,1.1194,0.9034,0
0,0.0087052,0.19776,0.41094,1.3091,2.4453,7.4237e-07,2.1183,1.9176,2.7658,2.661,0.85999,0.92125,0.40588,0.61355,1.1194,0.86727,0.6403
0,0.019586,0.039776,0.37452,1.1962,1.7467,0.0022963,1.7332,1.0654,2.4989,0.42302,0.32943,0.81158,0.35994,0.61355,0.93577,1.2286,0.8425
0,0.036925,0.0494,0.62946,1.1962,1.4672,3.0484,1.348,0.85228,1.7222,3.1879,2.307,1.9475,0.58965,0.49591,0.93577,1.8791,1.348
0.32808,0.42745,0.16437,0.02179,0,0,2.808,0,0,0.023254,2.5543,1.7282,2.5898,2.2436,4.3193,4.4241,0.25295,0.3707
1.1483,2.0883,0.064183,0,0.085494,0,0.86041,0,0,0.023254,3.2171,3.561,2.7808,1.9679,3.5546,3.3225,0.65045,0.5055
1.5174,2.0883,0.16437,0.030829,0.093613,0,0.21518,0,0,0.023254,2.2566,0.95646,3.1047,1.2788,2.9076,2.2209,0.795,0.6403
2.1325,2.4273,0.26457,0.038646,0.095552,0,0,0,0,0.023254,1.981,0.52236,4.2214,1.2329,2.3782,2.4045,0.75886,0.5055
2.8707,2.7662,0.16437,0.05188,0.13491,0,0,0,0,0.023254,4.955,0.18473,2.272,1.141,1.9076,2.2209,1.5539,1.1458
3.4859,3.2407,0.76552,0.043073,0.031452,0,0,0,0,0.023254,2.2989,0.088269,3.2576,1.5085,1.79,1.4866,2.4211,1.6176
3.773,2.4612,0.76552,9.3006e-05,0.083283,0,0.072922,0,0,0.023254,4.2334,0.18473,3.0155,2.749,1.3782,1.6702,2.6741,2.5275
1.6404,0.35966,4.4726,0.017879,0.023245,0,0.0011129,0,0,0.023254,3.4278,0.088269,1.5745,4.4948,1.5547,1.303,1.7345,3.0667
0.45111,0.088503,4.9736,0.059816,0.014438,0,5.9423e-07,0,0,0.023254,1.5357,0.088269,3.7561,5.4596,3.0252,2.0373,0.795,2.359
0.20505,0.054608,3.5709,0.021907,0.058434,0,4.8205e-10,0,0,0.023254,3.6625,0.088269,1.2451,4.7705,3.9664,3.6897,0.18068,1.4828
0.12303,0.054608,2.6692,0.078014,0.056069,0,7.6632e-07,0,0,0.023254,1.7004,0.088269,1.0955,4.1732,4.3193,3.1389,0.10841,0.9436
0.04101,0.054608,1.9678,0.029601,0.050527,0,0.0023442,0,0,0.023254,2.9742,0.088269,1.453,2.703,4.3781,3.8733,0.072272,0.5392
0.57415,0.25798,0.36476,0.023635,0.064694,0,3.1559,0,0,0.023254,3.3211,1.8246,3.2433,2.1058,3.5546,4.6077,0.43363,0.337
0.20505,1.4782,0.76552,0.62946,0.36827,0.90826,3.016,0.38515,1.7046,0.79991,2.5309,1.5353,1.7427,0.074536,0.091076,0.25511,5.0591,3.1678
2.3376,5.8507,1.2665,2.1227,1.121,0.83839,1.3623,0.19258,1.7046,0.46012,2.808,4.2845,3.1056,0.069079,0.11002,0.019519,5.9625,5.6953
3.4859,3.3424,0.9659,2.3413,2.1747,0.90826,0.14345,0.38515,1.2784,0.92127,3.5804,2.4999,1.4915,0.0084224,0.143,0.032227,1.9152,4.6843
