"GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "Light*P", "PRR5_mRNA", "PRR5_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_mod", "Y_mRNA", "Y_prot"
0,0.0039889,0.13494,1.4544,2.6031,1.8164,2.9968,0.35685,0.12592,1.6668,0.88984,1.4481,0.22389,0.39499,0.96816,1.781,0.19852,0.090645
0,0.045199,0.039132,0.50076,1.9782,2.3613,0.72071,1.0057,0.34628,3.0386,1.5768,3.786,3.5324,0.13595,0.76619,1.1292,0.59556,0.24604
0,0.060154,0,0.24067,1.2751,2.1797,0.072097,2.2384,1.1333,3.7086,3.0591,1.6819,3.4999,0.35799,0.46323,0.73804,1.4077,0.69926
0,0.040242,0.098208,0.12508,0.80643,1.1807,0,3.1468,1.9833,3.2938,4.4329,0.27919,2.5269,1.6532,0.96816,0.60767,2.1296,1.3856
0,0.063973,0.16282,0.12508,0.68925,0.63574,0,4.2173,2.7073,2.1453,4.5052,0.092164,1.4565,2.8374,1.6751,0.99879,1.0467,1.4762
0,0.044405,0.015502,0.096183,0.53302,0.63574,0,3.3738,3.3999,1.5392,3.4568,0.092164,0.90505,3.0964,3.4928,1.2595,0.30681,1.0359
0,0.00037956,0.072948,0.067285,0.37678,0.54492,0.25655,3.2116,4.1869,1.0287,2.7337,0.37271,0.58069,3.5035,4.6542,2.1721,0.10828,0.66042
0,0,0.070728,0.038387,0.22054,0.4541,0.0014418,1.6869,2.6758,0.55021,0.67292,0.18568,0.094148,2.6523,4.0987,2.5632,0.054142,0.37553
0,0.047818,0.17576,0.038387,0.14243,0.36328,6.3049e-07,0.64882,1.6999,0.35879,0.27522,0.092164,0.061712,2.1343,4.0483,3.2151,0.036095,0.19424
0,0.026958,0.13877,0.26957,0.10337,0.18164,5.0087e-10,0.35685,0.72405,0.26308,0.094451,0.092164,0.061712,1.5422,2.6344,3.3455,0.054142,0.10359
0,0.061849,0.16614,0.76084,0.41584,0.09082,7.6225e-07,0.097323,0.53517,0.16738,0.13061,0.092164,0.061712,1.1721,2.2305,3.9973,0.054142,0.077696
0,0.02596,0.075069,2.0612,1.1189,0.27246,0.0023082,0.097323,0.25184,0.19928,0.094451,0.13892,0.094148,0.54301,1.5236,3.6062,0.21657,0.10359
0,0.054409,0.19406,2.9282,1.9782,0.63574,2.956,0.097323,0.25184,0.77352,0.27522,1.2611,0.22389,0.469,1.2711,3.0847,0.14438,0.19424
0.14454,0.42725,0.25021,0.046268,0,0,2.9271,0,0.062961,0.039767,0.058297,1.5884,0.15902,1.5052,1.9275,2.0418,0.25266,0.32373
0.83831,2.0831,0.19663,0.034746,0.058597,0,1.4414,0,0,0.32689,0.058297,4.6744,2.7539,1.9492,1.9275,1.9114,1.1009,0.8676
1.4164,1.3671,0.19663,0.024116,0.07562,0,0.21629,0.1622,0.03148,1.4754,0.88984,1.4481,3.3053,2.3563,2.3315,1.781,0.57752,0.80286
1.4743,1.5237,0.14305,0.077192,0.10576,0,0,1.2003,0.22036,1.7306,1.9745,0.18568,2.2998,2.2083,2.4325,2.4329,0.25266,0.63452
1.7922,1.2776,0.14305,0.041418,0.1006,0,0,2.1411,1.2907,1.5073,2.336,0.13892,1.0997,1.8012,2.6344,2.4329,0.23462,0.42733
1.7633,1.3447,0.3038,0.077313,0.10049,0,0,2.0438,1.3537,0.99684,1.9383,0.092164,0.58069,1.5792,2.8869,2.3025,0.30681,0.37553
2.0524,1.479,0.35738,0.075061,0.08298,0,0.25655,1.8816,1.9833,0.67782,1.5045,0.23244,0.28876,1.6902,1.8265,2.1721,0.50533,0.36258
0.83831,0.24824,1.9648,0.018865,0.054958,0,0.0011684,1.0705,1.4481,0.39069,0.49215,0.23244,0.12658,1.6162,1.4731,2.1721,0.54142,0.40143
0.23126,0.11398,2.2327,0,0.031838,0,6.056e-07,0.48661,0.94441,0.29499,0.31138,0.13892,0.094148,1.5422,1.5236,1.781,0.32485,0.51797
0.028907,0.02447,1.8041,0.015835,0.079342,0,4.6276e-10,0.1622,0.40924,0.29499,0.16676,0.092164,0.061712,1.6532,2.281,2.3025,0.18047,0.37553
0,0.02447,1.0539,0.031168,0.073907,0,7.3016e-07,0.12976,0.28332,0.19928,0.16676,0.092164,0.061712,1.7272,2.281,2.5632,0.21657,0.37553
0,0.02447,0.94678,0.034858,0.10244,0,0.0023082,0.1622,0.18888,0.16738,0.23907,0.092164,0.061712,1.0611,2.4325,3.9973,0.16243,0.25899
