"GI:ZTL", "GI_mRNA", "GI_prot", "LHY_mRNA", "LHY_prot", "LHY_prot_modif", "Light*P", "PRR5_mRNA", "PRR5_prot", "PRR7_mRNA", "PRR7_prot", "PRR9_mRNA", "PRR9_prot", "TOC1_mRNA", "TOC1_prot", "TOC1_prot_mod", "Y_mRNA", "Y_prot"
0,0.069942,0.1512,0.46125,0.47815,0.83358,2.7831,1.0127,3.6658,0.86144,1.5075,1.6028,0.81087,0.40459,3.1863,2.8506,1.229,0.57834
0,0.037549,0.15876,2.4825,1.259,0.76946,0.62416,0.16878,2.0202,0.77793,2.625,3.2705,3.5791,0.52135,3.3215,3.749,1.2427,1.071
0,0.0051529,0.16334,2.1603,1.5974,1.2183,0,0.67513,1.7481,1.2999,2.7626,1.3085,1.5458,0.52135,3.0881,5.0621,0.69646,0.96391
0,0.011687,0.033564,1.8966,1.7796,1.6672,0,1.0127,2.7455,1.7592,2.8988,1.2104,1.6897,0.48243,0.29351,2.5736,0.50527,0.86752
0,0.018812,0.058215,2.3067,2.0398,1.9878,0,1.6878,2.2816,2.0098,2.2439,1.0142,1.7281,0.43054,1.4704,2.0413,0.43699,0.5355
0,0.045811,0,2.5118,2.3522,2.4366,0,1.6878,3.6244,2.0933,4.0514,0.91609,1.0003,0.26189,4.0301,2.3849,0.28678,0.38556
0,0.052699,0.057553,2.7461,2.6645,2.9496,0.14107,2.0254,2.6179,2.2185,1.5817,0.67084,2.2674,0.1581,0.71917,4.8025,0.20484,0.36414
0,0.016189,0.055269,1.6037,2.3001,3.0137,0.0011004,2.1942,3.6933,2.2603,4.0812,1.2104,3.9022,0.080265,0.95628,0.57587,0.06828,0.17136
0,0.022006,0.094326,1.0178,1.5453,2.8213,5.5081e-07,2.5317,2.0758,2.4691,1.9217,0.76894,4.1437,0.093238,0.93905,0.60047,0.027312,0.03213
0,0.026116,0.11117,0.63701,0.92062,2.3084,4.7673e-10,1.6878,2.9061,2.0724,3.3609,0.71989,3.0437,0.093238,2.4479,1.531,0.20484,0
0,0,0.01544,0.34407,0.47815,1.7313,7.2576e-07,0.84391,2.4026,1.801,2.5574,0.52369,2.1794,0.17108,1.5193,1.9479,0.77839,0.27846
0,0.039955,0.20008,0.25619,0.37403,1.4107,0.0022211,0.84391,1.5122,1.112,0.57153,0.18034,3.1227,0.58622,2.4839,3.0422,0.88764,0.55692
0,0.0044471,0.065816,0.81277,0.42609,0.8977,3.0178,0.16878,2.7039,0.73617,2.064,1.6518,3.3843,0.80676,0.74124,2.3133,1.2973,0.81396
0.44681,0.69013,0.69371,0.04795,0,0,2.8502,0,3.1864,0.047186,3.3606,1.9952,2.1232,2.8825,1.5452,3.0032,2.1303,2.0028
1.4521,4.0047,0.85499,0.052277,0.014522,0,1.2483,0,3.3262,0.047186,1.6986,3.2705,0.87655,2.7787,0.1091,4.1245,4.1514,2.9238
3.0439,4.2217,2.0377,0.077587,0.035597,0,0.20813,0,4.6725,0.047186,2.0684,1.2594,3.076,2.9214,3.038,3.2407,4.643,4.1234
3.7699,4.2217,1.8764,0.070028,0.017476,0,0,0,2.2172,0.047186,3.6591,0.32749,3.1216,3.2846,3.4162,2.524,4.7796,4.9909
4.2167,3.9652,3.5429,0,0.032484,0,0,0,1.2419,0.047186,1.9349,0.082243,2.8599,3.103,4.4107,3.1822,4.7659,4.7981
5.1383,4.8531,3.4353,0.040279,0.017192,0,0,0,1.4967,0.047186,2.407,0.082243,3.4077,2.9214,2.7118,1.7845,4.7113,4.7874
5.4175,4.2612,3.1666,0.024491,0.076329,0,0.14107,0,4.0437,0.047186,3.31,0.082243,1.4777,3.2198,0.70639,3.3669,4.329,5.1301
2.4295,0.78878,6.5533,0.04355,0.013711,0,0.00088507,0,0.49487,0.047186,2.8457,0.082243,2.3365,3.2068,2.9922,2.4775,2.3761,4.1662
0.53058,0.098247,5.6932,0.064204,0.043913,0,4.5502e-07,0,4.2181,0.047186,1.8458,0.082243,3.7482,3.4792,1.3969,2.5606,1.9118,3.4058
0.19548,0.019329,4.403,0.037399,0.023727,0,3.9291e-10,0,1.1756,0.047186,3.2379,0.082243,3.1075,3.09,2.2395,3.4404,1.7753,2.6025
0.1117,0.019329,2.844,0.0016408,0.013926,0,6.7172e-07,0,3.7916,0.047186,2.6199,0.082243,2.3666,2.9863,1.9596,3.4998,1.3929,2.3027
0,0.019329,2.1452,0.084379,0.053098,0,0.0021517,0,3.2166,0.047186,2.1825,0.082243,3.1841,3.2068,1.3074,2.0383,1.5295,2.0885
0.50266,0.8677,0.42493,0.050523,0.059984,0,2.9138,0,1.2851,0.047186,1.1922,1.9461,4.6046,2.8825,2.766,3.8881,2.2259,1.8743
0.2234,0.49284,0.10238,0.78347,0.40006,0.44885,2.9172,0.67513,3.489,0.73617,4.126,1.3575,4.2081,0.031521,2.7532,2.7299,1.3656,0.89965
1.0891,2.5447,0.63996,2.5997,1.1288,1.0259,0.90156,0.67513,2.6412,0.65266,1.6794,3.9572,4.3354,0,2.8033,4.4575,1.707,1.5851
1.5918,1.4596,0.2099,2.7168,2.1439,1.6672,0.2775,0.67513,3.0598,1.0285,0.20224,1.9461,2.6884,0.016252,2.9375,3.9673,0.57355,1.2959
1.5359,0.69013,0.26365,2.6582,2.6385,2.0519,0.069376,1.0127,3.207,1.3625,1.3362,1.6028,3.4584,0.036197,1.885,3.1662,0.16387,0.79254
1.6476,0.39419,0.10238,2.7168,2.8988,2.7572,0.069376,1.1815,3.0624,2.0515,2.5984,0.81799,1.7874,0.024422,1.3894,1.66,0.095592,0.54621
1.48,0.55203,0.15614,2.4239,2.8727,3.2702,0,1.8566,3.0234,2.3021,4.0408,0.96514,2.7009,0.042029,1.1559,3.5735,0.095592,0.36414
1.3963,0.6704,0.26365,2.2188,3.0549,2.8213,0.1058,3.3756,3.511,2.7405,3.2485,0.86704,1.2773,0.012787,4.7049,1.6855,0.081936,0.2142
