"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.039385,3.189,-1.5892,-0.82063,2.7829,0.20667,1.0424
-0.049098,1.8665,-0.95706,0.03101,-0.38343,0.25861,-1.305
-0.0037618,-0.24401,-0.16688,0.88265,-2.2672,-0.10497,-2.5477
-0.022209,-0.32843,0.1492,0.53025,-1.0247,-0.52049,-0.75267
-0.05328,0.12181,-0.32491,0.55961,-0.46359,-0.46855,0.21388
0.023437,-0.13145,-1.4312,0.53025,0.13762,-0.20885,0.21388
-0.013806,-1.0319,-1.4312,-0.26266,0.33802,0.05085,-0.0968
-0.094313,-1.3696,0.1492,-0.5857,0.017377,0.25861,0.21388
-0.061425,-0.6661,1.2555,-1.0556,-0.46359,0.36249,0.38648
0.014743,-0.44099,0.62331,-1.0556,0.13762,0.20667,0.83523
0.12147,-0.30029,-0.64099,-0.6738,-0.062783,0.31055,1.0769
0.10619,0.34692,-1.4312,-1.173,0.85906,0.98577,2.0089
0.46277,-0.32846,-0.95706,-2.0834,0.41818,0.88189,-0.40748
2.2587,-0.73125,-0.16688,-1.3199,1.1396,1.0896,-0.71815
1.9551,0.050546,-0.0088412,0.0016429,0.25786,2.544,0.21388
-0.25181,-0.033857,-0.0088412,0.0016429,-2.668,1.1935,-2.237
-1.2765,-0.018385,-0.0088412,0.0016429,-1.1049,-0.57243,-1.4085
-0.33063,-0.041978,-0.0088412,0.0016429,-0.2231,-0.83213,-0.30392
0.5758,-0.0459,-0.0088412,0.0016429,0.017377,-1.767,0.041279
-1.6311,0.0012766,-0.0088412,0.0016429,0.097538,-1.0918,0.31744
-1.8282,0.02463,-0.0088412,0.0016429,-0.10286,0.05085,0.66263
-0.17299,-0.0048223,-0.0088412,0.0016429,-0.14294,-0.41661,0.35196
-0.054759,-0.050576,-0.0088412,0.0016429,-0.022703,-0.67631,-0.30392
-0.054759,-0.0027784,-0.0088412,0.0016429,-0.022703,0.20667,0.31744
0.65461,-0.018652,-0.0088412,0.0016429,1.8611,0.62219,0.45552
1.1275,0.62489,1.0974,1.3232,1.2198,-1.8365,3.1826
4.6744,2.4868,0.93938,1.2351,1.3801,-2.0606,2.6648
1.561,1.1348,-0.48295,0.53025,0.017377,0.092283,-3.3762
-3.0105,-0.55354,0.46527,1.1763,-2.3474,-0.0044206,-2.8239
-0.88236,0.31879,1.2555,0.73582,-0.62391,-0.075565,-0.0968
-0.48827,-0.018891,-0.32491,0.55961,-0.26318,0.016681,-0.40748
-1.0006,0.093668,-0.79902,0.44215,0.017377,0.079993,-0.40748
-1.6706,-0.27215,0.78134,0.17784,-0.022703,0.093306,-0.027761
-0.84295,-1.1163,-0.0088412,0.29531,-0.14294,-0.11264,-0.16584
-0.25181,-0.91936,-0.79902,0.55961,-0.062783,-0.038629,0.35196
-0.054759,-0.6661,0.30723,-0.38013,-0.10286,-0.0054468,0.49003
-0.015349,-0.49727,-0.32491,-1.6135,-0.42351,0.0090534,0.73167
1.2064,0.12181,-0.16688,-1.2611,0.53842,0.14475,2.2851
0.89107,0.14995,0.1492,-2.0652,-0.30504,0.78235,0.93879
2.7039,1.163,-0.48295,-1.6526,-1.0848,1.7564,0.90427
0.53639,1.3318,-0.16688,0.0098802,-0.034336,0.57025,-1.3395
-2.9317,-0.07517,0.93938,-0.0025016,-0.015734,-0.88407,-3.2036
-0.84295,0.45948,1.4135,0.0010914,0.016218,-0.98795,-0.47652
-0.60649,0.62832,1.2555,-0.014274,0.045876,-0.72825,-0.16584
