"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.010102,3.8462,-0.39004,-0.5992,3.442,0.95218,0.084664
-0.018399,2.5138,-0.94596,0.29803,-0.16915,0.52004,-0.94017
-0.025923,-0.34143,0.53647,0.87482,-2.3835,-0.52101,-1.6176
0.0029254,-0.46833,1.0924,0.97095,-0.68016,-0.75672,-0.80121
0.035178,0.19789,0.35117,1.2593,-0.30542,-0.40315,0.067294
-0.015836,-0.21453,2.2042,0.65051,0.13746,-0.52101,0.067294
-0.044166,-0.53178,0.90708,0.26599,0.2056,-0.40315,-0.31485
0.03293,-1.1028,-0.20474,0.29803,-0.20321,-0.16744,-0.071667
-0.01919,-1.0711,-0.20474,0.041679,0.13746,-0.069229,0.10203
-0.024231,-0.91248,-0.019437,-0.5992,-0.032876,0.068268,0.41469
-0.0046643,-0.46833,-0.39004,-1.0478,-0.50982,0.16648,0.57102
-0.020895,0.19789,-0.76065,-1.1439,0.58034,0.22541,0.98791
0.74954,-0.48091,-2.2431,-2.65,0.54627,4.1735,2.0475
4.0667,-0.8646,-2.6137,-2.0412,2.1134,4.2521,4.6356
3.4944,-0.10507,-0.019437,-0.022408,-0.23728,0.91289,3.6976
0.14372,-0.015378,-0.019437,-0.022408,-3.1671,0.57897,0.27573
-0.046656,0.028974,-0.019437,-0.022408,-0.78236,-0.10851,-0.71436
0.48641,-0.022024,-0.019437,-0.022408,-0.20321,0.048625,-0.66225
-0.54165,-0.050257,-0.019437,-0.022408,0.0011912,-0.20673,0.50154
-4.2541,0.0037391,-0.019437,-0.022408,-0.032876,-0.34422,-2.8509
-3.6639,-0.042916,-0.019437,-0.022408,-0.066944,0.068268,-3.9626
-0.48453,-0.018864,-0.019437,-0.022408,-0.032876,-0.029944,-0.80121
-0.027618,0.019256,-0.019437,-0.022408,-0.032876,-0.18708,-0.4017
-0.0085801,-0.060512,-0.019437,-0.022408,-0.032876,-0.59958,-0.019556
0.67679,0.010986,-0.019437,-0.022408,0.85288,-0.71743,0.72736
0.77198,0.64975,1.2777,1.3234,1.432,-4.2268,-0.47118
1.781,2.9962,0.90708,1.0671,2.0452,-4.1414,-0.5754
1.1337,1.8793,0.72178,0.26599,-0.57795,-0.005265,-0.64488
-1.227,-0.78558,0.53647,1.3234,-2.1791,0.012544,-1.3049
-1.227,0.039268,-0.39004,1.2593,-0.27135,0.031845,-0.33222
-0.63684,0.19789,1.0924,1.0671,-0.20321,0.030528,-0.26274
-0.218,0.070993,1.6483,1.4516,-0.032876,-0.020241,-0.24537
-0.56069,-0.65868,-0.57535,0.93891,0.0011912,-0.039549,-0.15852
-0.50357,-1.6739,-1.6872,-0.47102,-0.27135,0.001192,-0.12378
-0.084733,-1.2615,0.72178,-0.95168,-0.27135,0.020358,0.067294
-0.0085801,-0.65868,0.72178,-1.2721,-0.30542,0.019084,0.39732
-0.0085801,-0.50005,0.16587,-1.0799,-0.23728,0.003873,0.62313
0.56256,0.22962,0.16587,-0.5992,1.5002,0.0099757,1.0921
0.61968,0.80066,-2.0578,-2.508,-0.27333,0.034432,0.70999
2.0666,1.7524,-1.8725,-2.1357,-1.7204,0.022131,0.34521
0.88621,1.4669,-0.019437,-0.0073951,-0.043785,0.0093405,-0.80121
-1.9505,0.29307,0.35117,-0.028234,-0.05615,0.0093405,-1.4265
-1.0938,0.38824,1.2777,-0.085564,0.049541,0.0093405,-0.38433
-0.17992,-0.024182,0.72178,0.022701,0.0040408,0.0093405,-0.26274
0.010458,-0.4366,-0.019437,-0.058562,-0.04339,0.0093405,-0.12378
