"GI:ZTL","GI_mRNA","GI_prot","LHY_mRNA","LHY_prot","LHY_prot_modif","Light*P","PRR5_mRNA","PRR5_prot","PRR7_mRNA","PRR7_prot","PRR9_mRNA","PRR9_prot","TOC1_mRNA","TOC1_prot","TOC1_prot_mod","Y_mRNA","Y_prot"
0,0.015826,0.0057546,1.2481,0.071423,0,2.1433,0,0.07959,0.082227,0.09891,2.3029,0.17509,2.741,2.7396,2.8356,2.0773,1.5332
0,0.029139,0.0017876,1.2481,0.98517,0,0.2649,0,0.07959,1.0775,0.32957,3.117,2.8207,2.8388,0.43839,2.8128,2.8664,1.9804
0,0,0,0.67236,1.2663,0.15705,0,0.1633,0.07959,2.6415,1.2522,1.2015,2.8837,2.7532,2.9567,1.2402,2.8432,2.4549
0,0.027511,0.069554,0.45647,0.91488,0.15705,0,1.8779,0.71631,3.7079,2.9437,0.33955,1.9388,2.7532,2.6329,3.2007,3.0869,2.7926
0,0.024215,0.0649,0.096653,0.84459,0.15705,0,3.1843,2.2285,2.4283,3.4819,0.10012,1.2459,2.8021,4.2937,2.5214,2.7271,2.966
0,0.029794,0.061315,0.16862,0.70402,0.15705,0,3.6742,3.0244,1.7173,2.713,0.14801,0.742,2.6433,2.3804,2.4148,3.1797,2.9386
0,0.020496,0.16124,0.16862,0.56344,0,0.048163,1.9596,3.4224,0.93533,1.7135,0.14801,0.26958,2.8388,1.6823,4.2061,3.0985,3.3036
0,0.014696,0.073656,0.096653,0.42286,0,0.93918,1.0614,1.8306,0.57987,0.56022,0.19589,0.1121,2.9243,1.4543,3.6842,1.6479,2.9203
0,0.024327,0.079495,0.096653,0.212,0,1.6135,0.40825,1.1143,0.57987,0.48334,0.10012,0.049114,3.0343,2.0408,2.2989,1.3346,2.2085
0,0.028376,0.053451,0.096653,0.14171,0,1.8784,0.40825,0.71631,0.2955,0.25268,0.10012,0.049114,3.1198,1.917,3.8921,1.381,1.88
0,0.01676,0.0082915,0.096653,0.071423,0,2.2396,0.1633,0.31836,0.22441,0.25268,0.10012,0.049114,2.9732,3.3181,2.6562,1.2649,1.6518
0,0.01467,0.10073,0.096653,0.071423,0,2.36,0,0.15918,0.22441,0.1758,0.10012,0.049114,2.7288,4.4137,2.4068,1.4738,1.451
0,0.021442,0.096177,1.0322,0.14171,0,1.9988,0,0.07959,0.22441,0.1758,1.7761,0.20659,2.6921,1.1881,3.0098,1.822,1.4237
0.21968,0.45104,0.59536,0.023599,0.11504,0,1.9265,0.081649,0.31836,0.082227,0.09891,1.5367,0.20659,2.9365,4.0185,2.1698,1.4506,1.2594
0.92266,2.3481,0.65841,0.067497,0.097043,0,0.24082,0,0.15918,0.65096,0.25268,2.9254,1.9703,3.2297,2.4339,3.2351,3.4234,1.9804
1.4645,2.5865,1.0997,0.059465,0.0013345,0,0.048163,0.24495,0.23877,1.7884,0.94465,0.67476,2.0963,3.3275,4.6146,2.7868,3.8992,3.0481
1.9771,2.6072,1.5096,0.076292,0.20302,0,0,0.97979,0.39795,1.8595,1.7904,0.24378,1.3404,3.0709,1.7692,3.8519,3.7484,3.5592
2.1822,2.4725,1.2889,0.087956,0.047069,0,0,0.73484,0.63672,0.72206,1.1753,0.10012,0.742,3.242,1.5478,0,3.4466,3.6595
2.3726,2.6072,1.1313,0.23869,0.1301,0,0,0.40825,0.55713,0.57987,1.0984,0.10012,0.39556,3.132,1.142,4.8529,3.8992,3.55
2.5629,2.2859,2.2346,0.15218,0,0,0.072245,0.081649,0.23877,0.3666,0.63711,0.24378,0.17509,3.1687,1.1745,1.9025,3.7368,3.6869
1.0691,0.43031,4.3467,0.06132,0.17033,0,1.2282,0.081649,0.15918,0.2955,0.40645,0.19589,0.080609,3.2908,2.7116,3.853,1.8452,3.4862
0.23433,0.077852,4.4413,0.16437,0.052462,0,1.758,0.081649,0.07959,0.082227,0.09891,0.10012,0.049114,2.8999,1.9406,1.17,1.4854,2.6009
0.087872,0.036387,2.9912,0.15592,0.034109,0,2.0228,0.081649,0.07959,0.082227,0.09891,0.10012,0.049114,2.9365,3.0251,3.6851,1.4274,2.1537
0.058582,0.026021,1.9194,0.16528,0.13122,0,2.1433,0.081649,0.07959,0.082227,0.09891,0.10012,0.049114,2.5455,2.6044,1.8192,1.4274,1.9438
