"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.053086,-0.75108,-0.91047,-0.055478,3.1967,-0.57771,-0.36871
-0.020296,-1.4633,0.97468,3.1435,-0.072137,-0.05292,0.37904
-0.075258,-0.51885,2.3473,1.3545,-2.9365,0.18745,0.39641
-0.082332,0.028948,2.2039,-0.66381,-0.2905,0.82677,2.3038
-0.0635,0.063518,0.71467,-1.1694,-0.65687,2.4136,-0.1738
-0.06155,0.16783,0.6457,-1.4876,0.096062,2.5217,-2.6816
-0.061515,0.098447,-2.1396,-0.50778,-0.098964,0.096797,-0.52219
-0.06699,0.22664,-2.4832,-0.82628,0.0046905,-1.3828,-0.23664
-0.045681,0.036293,-0.68601,-0.41051,-0.1037,-1.5478,0.016722
-0.068373,0.68297,-0.83804,-0.33407,0.0024018,-0.96637,-0.19921
-0.080237,0.57201,-0.21788,-0.3394,-0.31247,-0.25035,0.2244
-0.055583,1.2356,-0.68885,0.050047,0.74418,-0.67377,0.24816
-0.057197,2.3476,0.72918,0.54705,0.64276,-0.21756,0.17851
1.6775,0.12524,-0.41445,-0.10668,2.5276,-0.49859,0.32463
1.1271,0.12999,0.25509,1.4942,0.043579,-0.098503,-0.034326
-1.0775,0.12906,0.60273,0.8469,-2.7658,0.060736,0.095218
0.046351,0.11979,1.8577,0.017912,-0.19219,-0.27398,-0.086977
-0.20559,0.12607,0.60385,0.016651,-0.25633,0.2894,-0.11619
1.0098,0.13148,1.0289,-1.4819,0.22725,-0.30939,1.6683
-1.2969,0.12436,-1.0145,-1.1186,-0.086691,1.7113,-0.77651
-1.6853,0.12281,-2.0699,-0.058095,-0.27212,1.3962,-1.2327
0.23095,0.13712,-0.32878,-0.23716,-0.038047,-0.78127,0.027617
-0.21824,0.12568,-0.85876,-0.15988,0.054519,0.27899,-0.36966
-0.050653,0.12197,0.082732,-0.11538,-0.41975,-0.37972,-0.17593
