"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.031577,-1.4897,-0.4769,2.6064,2.7094,-0.91508,0.59851
-0.040846,-0.71458,2.761,1.9038,0.10333,-0.14953,0.98065
-0.071895,-0.050784,1.49,0.29798,-2.7977,1.3183,2.4342
-0.076532,-0.017583,2.8157,-1.8836,-0.3467,3.3026,-0.54938
-0.085559,0.15007,-0.1826,-1.8071,-0.27808,0.83065,-2.7581
-0.00041994,-0.0039894,-1.2579,-0.79875,0.22291,0.99035,-0.61522
-0.066926,0.12239,-1.0431,-1.1353,-0.020514,-0.47289,-0.32684
-0.081241,-0.013053,-3.6931,-0.61275,-0.27699,-1.794,-0.0493
0.018436,0.30262,-0.60532,-0.28816,-0.10832,-0.81879,-0.0058383
-0.050624,0.48675,-0.80121,-0.19801,0.03638,-1.118,-0.070052
-0.097064,1.352,-0.075945,-0.25717,-0.28556,-0.78878,0.20369
-0.0064109,2.1428,-0.16538,0.44419,0.66692,-1.2352,0.14746
-0.060176,0.16914,0.53742,1.3253,0.7616,0.9637,-0.25861
2.146,0.097085,-0.15907,-0.75215,3.2047,0.42679,1.1194
0.81043,0.10394,0.022986,1.7923,-0.12743,1.1099,0.48437
-1.1513,0.11417,0.98558,1.4136,-3.4908,0.24166,-1.3256
0.37125,0.10794,2.7012,-0.25424,-0.020617,-0.68882,-0.25462
-0.6945,0.096976,0.50103,-0.75699,-0.21354,-0.8046,0.034427
0.7561,0.09802,-0.2617,-0.93372,0.028913,0.027493,0.28768
-1.2903,0.090607,-0.91395,-0.49764,0.03242,0.094846,0.30133
-1.4903,0.11345,-1.7458,-0.53956,-0.12432,-0.25228,-0.25757
0.12559,0.11493,-0.72045,0.016089,-0.18677,-0.046905,-0.49152
-0.24149,0.089269,-0.48,-0.21869,0.03735,0.47914,-0.073466
-0.064264,0.1032,0.21061,-0.15381,-0.36962,-0.65686,-0.063247
0.19034,0.10525,-0.15879,-0.16733,0.9024,-1.3499,0.079266
0.65647,0.089501,0.18666,-0.058224,0.74323,0.60745,0.26735
5.5764,0.66347,-0.06828,-0.37944,2.1329,0.00031765,4.5629
2.8344,-0.14581,-0.0070619,0.74223,0.25541,-0.038047,-0.177
-1.0546,-0.51616,0.08089,0.67476,-2.2314,-0.027942,-2.0829
0.87986,0.039181,0.6584,0.27715,-0.54619,-0.016732,3.6533
-0.027957,0.10804,0.43934,-0.13666,-0.12896,0.023188,0.067826
1.297,0.2958,0.27273,-0.98083,-0.11006,0.018718,0.64056
-4.747,0.10799,-0.50546,-0.47552,-0.073588,-0.04615,-4.4248
-4.1387,-0.027823,-0.66856,-0.14071,-0.016185,-0.033853,-3.8736
0.18577,0.0076507,-0.19306,-0.18706,-0.26589,-0.0054747,0.80656
-0.39161,0.19016,-0.21243,-0.18613,0.19964,0.037402,-0.09168
0.085144,-0.057476,0.093508,-0.12339,-0.54173,-0.008616,0.42709
0.11774,0.40531,-0.09251,-0.043495,1.1651,-0.035782,0.53948
1.7149,0.52988,0.12033,-0.04117,1.4207,-0.011698,1.095
1.2561,2.486,-0.083616,-0.08137,-0.039389,1.505,0.71553
-0.081283,0.73495,0.13205,-0.078705,-0.082233,0.026375,-1.6291
-1.215,-0.36607,0.40127,-0.06196,-0.086197,-0.83761,-0.94742
-0.15138,-0.13937,0.0098027,-0.016037,-0.068485,-0.67754,0.2043
-0.29444,-0.98984,0.016693,-0.058325,-0.050166,-0.59277,-0.23197
0.57939,-0.68517,0.22457,-0.12788,-0.044924,-0.29896,0.31853
-0.34999,-0.39854,-0.13231,-0.038177,-0.07611,0.15789,0.20824
-0.71884,0.071614,-0.18779,-0.045463,-0.081397,0.116,-0.024006
0.034329,-0.10025,-0.11958,-0.051484,-0.057949,0.37516,0.75848
-0.067192,0.14738,-0.13239,-0.032121,-0.047227,1.0697,0.80778
-0.14442,-0.18108,-0.0072241,-0.055879,-0.079742,1.3002,-1.1614
0.25605,0.40748,-0.066242,-0.068376,-0.072484,1.4697,-0.37429
0.41478,0.88927,-0.14418,-0.082359,-0.052577,-0.75017,0.44943
-0.057834,1.1812,-0.50596,-1.3974,-0.096132,-1.0114,-0.14886
-0.057834,2.5802,0.15078,1.9226,0.085867,-0.8854,-0.017454
-0.057834,-0.65476,0.29746,1.9169,-0.047511,-0.58206,-0.11923
-0.057834,-1.7447,0.73993,1.553,-0.0068461,-0.22539,0.12895
-0.057834,-0.58261,1.7689,0.098221,0.33112,-0.36674,-0.24935
-0.057834,-0.7088,-0.077329,0.14986,-0.22253,0.29184,0.46096
-0.057834,-0.077759,-0.20832,-0.113,-0.16981,-0.18941,-0.046578
-0.057834,-0.31394,-0.1321,-1.1007,-0.025085,-0.12361,1.0524
-0.057834,-0.084662,0.06545,-0.87536,-0.32791,0.7035,0.72353
-0.057834,-0.091578,-0.05008,-1.973,-0.075699,0.81997,0.085058
-0.057834,0.0075281,-1.2144,-0.49657,-0.11459,2.4515,-0.19967
