"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.11088,2.8868,0.33322,0.73638,2.4913,0.14678,-2.4414
-0.12824,1.5826,0.33322,0.97496,-0.57445,-0.60908,-1.7917
0.070785,0.075595,0.33322,1.4223,-2.3038,-1.0742,-0.84961
0.092509,-0.098294,1.2222,1.3925,-0.69236,-0.60908,-0.23239
-0.088815,0.19152,0.33322,0.82585,-0.18141,-0.49279,0.059973
-0.073827,0.16254,-0.20018,0.46798,0.015117,-0.72537,0.059973
-0.021201,-0.67793,1.2222,-0.5758,-0.1028,-0.43465,0.092458
0.035247,-0.8808,1.4,-0.93367,0.21164,0.030495,0.059973
0.015065,-0.8808,1.0444,-0.45651,0.40816,0.030495,0.31985
-0.017681,-1.0547,0.68883,-0.0091761,-0.1421,0.14678,0.54725
-0.10525,-0.70691,0.15542,-0.098643,-0.33862,0.14678,0.38482
-0.039242,-0.069313,-1.4448,-1.1126,1.4301,0.37935,1.4893
0.87209,-0.4131,-3.7562,-2.8423,0.80121,1.6585,0.38482
2.9631,-0.5581,-2.5116,-2.1564,1.3122,1.7166,-0.71967
2.6222,-0.011255,-0.022381,-0.038999,-0.063492,1.7748,-0.36233
-0.020546,-0.037706,-0.022381,-0.038999,-3.0899,1.2515,-1.1095
-0.71174,-0.034275,-0.022381,-0.038999,-1.0461,-0.55094,-0.45979
0.06077,-0.018354,-0.022381,-0.038999,-0.063492,-1.1905,0.44979
-0.10186,-0.0022179,-0.022381,-0.038999,0.093726,-1.2487,0.61222
-2.704,-0.018404,-0.022381,-0.038999,0.015117,-0.43465,0.25488
-2.6633,-0.0047362,-0.022381,-0.038999,-0.1421,0.4375,0.51477
-0.42713,-0.021948,-0.022381,-0.038999,-0.063492,0.61193,0.51477
-0.10186,0.0094136,-0.022381,-0.038999,-0.024187,0.32121,-0.36233
-0.020546,-0.044828,-0.022381,-0.038999,-0.024187,0.030495,-0.68719
0.54867,-0.024867,-0.022381,-0.038999,1.6659,-0.20208,-0.13494
1.4432,0.64887,0.68883,1.2135,1.1156,-2.3402,2.7562
3.6387,2.5349,0.51103,1.2434,1.6266,-2.162,2.6913
0.75196,1.6406,0.51103,0.8855,0.64399,0.013544,-2.3439
-2.826,0.046614,0.15542,1.5714,-2.1859,-0.048153,-2.7338
-0.91503,-0.21422,-0.022381,1.3328,-1.0461,-0.033641,-0.71967
-0.020546,-0.30117,0.86663,0.85567,-0.49584,0.11832,-0.26488
-0.46779,0.27847,-0.022381,0.70656,-0.45654,-0.005005,0.059973
-0.95569,-0.93876,-0.022381,0.2294,-0.1421,-0.031046,-0.23239
-0.83371,-1.6053,1.0444,-0.60562,0.52608,0.049428,-0.10245
-0.50845,-0.90978,0.33322,-0.66527,-0.1028,0.066783,0.64471
-0.10186,-0.47506,0.33322,-1.2915,-0.41723,0.084305,1.002
-0.020546,-0.30117,-0.55579,-1.5599,-0.26001,-0.035527,0.90459
1.6464,0.27847,-1.267,-1.0828,0.64399,0.070365,1.3919
0.62999,0.5393,-0.91139,-1.9314,-0.28502,2.5958,-0.32985
