"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.093714,0.68081,0.0074281,0.41139,2.6357,-0.49696,1.6512
-0.094144,-0.69802,-0.060905,2.2877,-0.43313,-1.3876,0.24686
-0.084008,-0.9507,1.0521,2.2393,-2.6649,-1.9079,-1.9314
-0.092229,-0.28718,1.7154,0.26282,-0.13713,-0.024164,0.82461
-0.092027,-0.30056,1.2741,-0.88609,-0.31873,1.0726,0.93592
-0.096169,-0.069967,1.9381,-1.3816,0.027589,1.022,1.3852
-0.088217,-0.069441,-1.1355,-1.5245,-0.13055,0.034894,-1.8192
-0.087965,-0.071332,-2.2373,-0.60893,-0.082048,0.16376,-2.3537
-0.09395,-0.25842,-1.1009,-0.10559,-0.11338,0.34595,0.15601
-0.089528,0.1753,-1.2374,-0.24558,0.084026,-0.28845,-0.32186
-0.09222,-0.4678,-0.17607,-0.05691,-0.37194,1.2614,0.010639
-0.09579,1.0013,-0.17292,-0.0094114,0.7945,0.84638,0.55537
-0.087408,1.5797,0.34259,-0.10985,0.99835,-0.28894,0.81025
2.3187,0.03924,0.072925,-0.26253,2.1039,-0.034026,1.1958
1.5327,-0.059074,-0.16859,1.3501,-0.29608,1.6434,2.5805
-0.71618,-0.20877,1.0041,1.948,-2.0932,0.8439,-0.48812
0.97032,0.035429,1.0795,0.42371,-0.38292,-0.05295,0.57756
-0.66372,0.21148,-0.0042929,-0.94932,-0.41444,0.1386,-0.5772
0.028299,-0.14717,0.24451,-1.0865,0.058439,0.021157,0.082768
-1.9403,-0.31334,-1.4865,-0.81606,-0.047788,-2.2365,-1.5264
-2.0954,-0.12453,-0.60069,-0.45314,-0.019351,-1.7683,-2.8293
0.24253,-0.040063,0.21464,-0.18944,-0.26233,1.1737,0.30144
-0.35673,0.1695,-0.40803,-0.079101,0.23124,-0.032124,-0.041794
0.021314,-0.042517,0.097463,-0.020831,-0.63914,0.24945,-0.10059
-0.044447,-0.10692,-0.1097,-0.05815,1.492,-0.29146,-0.20405
0.7861,-0.053549,0.19207,-0.0064507,1.4301,-0.76196,1.0668
2.1375,-0.22514,-0.35685,-1.5334,2.3804,0.014455,0.89289
1.3845,-0.9207,0.21093,2.9482,-0.39671,0.019373,0.62738
-0.24294,-0.55369,0.4412,2.44,-2.7074,0.0067861,-0.075289
0.79711,-0.42647,2.3223,-0.90644,0.12958,-0.065728,1.1069
-0.56815,-0.29028,0.83673,-0.94805,-0.16309,-0.080043,-0.39745
0.43264,0.092077,0.17931,-1.0268,0.048738,-0.028942,0.65234
-2.2754,-0.012191,-0.25509,-0.63995,0.058022,0.022167,-1.7972
-2.2039,-0.063936,-2.1812,-0.83629,-0.20264,0.055765,-1.8506
0.22779,-0.080617,-0.87032,0.10917,-0.16781,0.088084,0.59888
-0.35778,0.0023055,-0.20675,-0.33497,0.078447,-0.048718,-0.96751
-0.0010471,-0.2104,-0.12242,-0.071083,-0.40949,-0.016227,-0.25842
0.033885,0.40687,-0.25986,-0.042514,1.0826,-0.039832,0.43984
0.88394,1.0856,0.34241,0.24673,0.71052,-0.07009,0.79816
1.7785,6.8428,-0.10168,0.0061499,-0.059841,3.2604,2.0535
0.81044,4.3232,-0.10428,0.0096888,-0.055305,-1.1594,-1.3546
-1.5195,-1.9882,-0.13668,0.0038384,-0.058388,-2.7925,-2.0254
-0.14207,0.1223,0.26221,0.0076271,-0.059163,-0.96395,0.34937
-0.061138,-0.035432,0.42986,0.0038038,-0.044851,-0.59421,-0.62199
-0.51953,-0.51257,-0.17784,0.0062663,-0.078851,-1.4944,-0.07504
-0.47739,-2.851,0.13481,0.013187,-0.084593,-0.91019,-0.17281
-0.41514,-2.3564,0.045079,0.004003,-0.037136,-0.0035043,0.072596
-0.086846,-0.53035,-0.29451,0.006123,-0.050468,-0.054736,-0.10735
-0.072939,-0.71173,0.0014282,0.0047936,-0.065761,0.15687,0.57376
-0.15871,-0.72521,-0.29683,0.010833,-0.043291,1.2793,0.29306
0.14387,1.0614,-0.23627,0.012688,-0.068265,2.524,0.45062
0.50875,3.4071,0.18842,0.0065615,-0.068154,1.7427,0.31038
-0.24292,0.23214,-0.0036764,-0.020513,-0.77848,1.4096,-0.26271
-0.47231,-0.80035,-0.0013474,0.080413,-0.73495,1.7129,-1.112
-0.011492,-0.74787,-0.0013936,0.027031,-0.030196,-0.83291,-0.17205
-0.11986,-0.224,-0.0013928,-0.13321,-0.18838,0.45634,-0.089869
-0.079398,-0.12178,-0.0013866,-0.02358,0.011038,0.086243,0.47337
-0.094168,-0.029605,-0.0016997,0.014688,-0.10569,-0.23443,-0.13017
-0.088755,-0.11426,0.01406,0.0045356,-0.0097908,0.42956,-0.24328
