"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.099532,2.2678,-0.34393,-1.7048,1.8275,1.9648,0.9542
-0.097368,1.4293,0.16666,1.2794,-0.11608,0.14219,-1.1465
-0.080295,-0.44931,-0.26288,1.8322,-1.7699,-1.5958,-1.2592
-0.094227,1.5891,0.54107,1.6342,-0.16617,-1.167,-0.0074288
-0.092918,-1.4468,0.42191,1.7632,-0.43117,-0.42599,-0.26771
-0.072703,-0.32278,-0.60114,0.54701,0.63507,-0.33941,-0.11908
-0.092081,-0.28434,0.73025,0.27093,-0.049124,-0.16323,-0.12448
-0.096882,-1.4953,0.96776,-0.61048,-0.71962,-0.20281,0.067442
-0.083501,-0.53769,0.62216,-0.87884,-0.23281,-0.13709,-0.2426
-0.079867,-0.85688,-0.97313,0.25944,-0.28063,-0.037601,0.45631
-0.093437,-0.19629,-0.23563,-0.59636,-0.52901,-0.093631,0.36626
-0.097395,-0.19846,0.91607,-1.8904,1.0623,0.63212,0.31352
-0.088072,0.52958,-0.80113,-1.3817,0.69848,1.0506,0.56782
3.4204,-0.1021,-0.020971,-0.055308,2.5459,0.096426,3.9822
2.5724,-0.11178,-0.020971,-0.055308,-0.27576,1.1729,2.2601
-1.4809,-0.083372,-0.020971,-0.055308,-2.7309,-0.45853,-0.41331
0.17684,-0.092747,-0.020971,-0.055308,-0.14241,-0.064443,0.78784
-0.50101,-0.10512,-0.020971,-0.055308,-0.30929,0.10209,-0.94854
0.81917,-0.090261,-0.020971,-0.055308,-0.0066787,-0.22215,0.55346
-2.7177,-0.10551,-0.020971,-0.055308,-0.061875,1.0926,-2.5691
-2.8268,-0.10783,-0.020971,-0.055308,-0.0408,0.061789,-3.0633
0.36901,-0.086972,-0.020971,-0.055308,-0.18457,-1.2094,0.34376
-0.42225,-0.10176,-0.020971,-0.055308,0.11778,-0.34955,-0.48217
-0.010024,-0.10166,-0.020971,-0.055308,-0.57657,0.63641,0.14351
0.16914,-0.099919,-0.020971,-0.055308,1.5404,-0.40862,0.42241
1.3578,-0.097912,-0.020971,-0.055308,0.98371,-0.59608,0.42303
2.902,0.98423,-0.99991,-1.1182,0.76456,-0.0095299,3.6774
1.4599,0.84009,-1.309,-0.72106,-0.38299,-0.060493,0.52252
-1.0899,0.7957,-0.30926,0.38926,-1.1109,-0.10343,-2.5699
-1.0924,0.010248,0.17613,0.58606,0.065528,-0.010065,-0.95134
-0.79801,-0.2588,1.0531,2.6828,-0.094687,-0.043781,-1.0169
0.032627,0.38492,2.3594,1.0149,0.042837,-0.055623,-0.18547
-1.2528,-0.64926,0.029699,0.20036,-0.03405,-0.062064,-0.24393
-0.39223,-0.97277,-1.8109,0.85133,-0.094041,-0.073393,-0.00072898
-0.15507,-0.87604,0.28441,-0.99824,0.13552,0.00051937,-0.055033
-0.034615,-0.48375,0.23003,-0.57239,-0.29554,0.010505,0.24771
-0.21672,-0.38982,0.045042,-1.8949,-0.41035,-0.094438,0.24368
0.27273,-0.18179,-0.50107,-1.5512,0.53769,-0.12364,0.70953
0.73415,0.45578,-1.1939,0.32719,0.24118,-0.037768,0.5064
1.7197,2.4572,-1.313,-0.046289,-0.036395,0.021573,-0.5543
0.60675,1.3683,-0.1999,-0.1365,-0.061118,-0.84954,-1.2205
-1.5726,0.2237,0.43893,-0.11065,-0.051462,-1.1913,-1.0318
-0.25221,-0.22312,0.15063,-0.0027991,-0.013163,-0.72587,-0.14725
-0.22811,-1.0448,3.1879,-0.0097394,-0.094399,-0.40219,-0.14921
0.18162,-0.42415,4.1649,-0.078906,-0.1757,-0.3144,-0.2755
-0.60988,-1.6335,-3.565,-0.044771,-0.063611,-0.094888,0.051434
-0.56283,-0.29755,-0.41218,-0.041479,0.012027,-0.18917,-0.0097516
-0.010587,-0.60328,0.27879,-0.081863,-0.068368,-0.1004,0.10362
-0.073426,-0.45783,-2.004,-0.051481,-0.094597,0.28383,1.0779
-0.22344,-0.19571,1.0222,-0.086246,-0.1631,0.90106,0.47253
0.35246,-0.044127,-1.8211,-0.082576,-0.12027,2.157,0.60763
0.47551,0.591,-0.24714,-0.0077775,-0.022488,2.1568,1.3554
0.3977,1.5011,0.046642,-1.0229,2.013,2.2666,0.24512
0.34871,1.7723,-0.15023,1.0958,-0.03311,-1.6895,-1.6524
-0.64155,-1.9225,0.2461,1.5032,-1.8597,-1.7082,-0.75287
-0.28685,-0.025018,0.62671,2.4695,-0.16651,-0.7393,0.10423
-0.17239,0.4505,0.43827,0.2366,-0.50098,-0.96334,-0.39515
-0.025404,-0.65888,1.0708,0.78654,0.1463,-0.63166,-0.047627
0.02345,-0.11276,-1.037,0.48439,0.32514,-0.71176,-0.20866
-0.10612,0.21444,0.59646,-0.27877,-0.2271,-0.16423,0.11132
-0.094169,-0.74522,-0.05474,0.5403,-0.36855,-0.16138,0.22339
-0.014953,-0.75931,0.75162,-0.28727,-0.2144,0.18818,-0.14595
0.14998,-0.21084,1.5806,-0.75369,-0.33496,0.040203,0.17723
0.21625,-0.34838,-0.44648,-1.0333,-0.20172,0.18511,0.38423
-0.29235,0.3804,-0.4138,0.44992,0.21048,0.24769,-0.026727
2.2724,3.5702,-0.43744,-0.38358,2.2241,1.722,1.738
0.60675,2.3953,0.24333,0.70066,0.44385,-2.3782,-1.5883
-2.4195,-0.91564,-0.33663,2.9298,-2.9488,-2.2856,-1.8092
-0.28419,0.36668,1.3175,1.758,-0.28672,-1.4331,0.26398
-0.1737,-1.36,0.811,0.97915,0.37326,-0.88275,-0.47745
0.13504,-0.52975,-0.038524,0.41624,-0.099935,-0.079704,0.011557
-0.33447,-0.53902,-0.099874,-0.32498,0.16967,-0.67929,-0.16819
-0.47502,-1.4671,-0.2491,0.060132,-0.34359,-0.17357,-0.038304
-0.09704,-0.38091,1.3189,-0.82039,-0.4258,-0.14313,0.044521
-0.055996,-0.6538,-0.66985,-0.63086,0.127,0.053939,0.34088
-0.25763,-0.59271,-1.4299,-1.9748,-0.72112,0.56441,0.20718
0.48933,-0.021225,-0.82483,-1.7258,0.97169,0.85368,0.72937
0.48366,0.99925,-0.066536,0.010117,0.84633,0.61266,0.4082
1.2591,1.178,-0.46002,-0.66527,1.842,2.7076,2.0556
1.1193,1.1485,-0.84216,0.038877,-0.35563,0.80099,-1.0644
-1.7992,-0.4674,-0.23971,1.5789,-2.0491,-1.4929,-2.0775
-0.48205,0.41276,0.93174,0.56721,0.30351,-0.85217,-0.10156
-0.025468,-1.5264,2.5301,0.68757,-0.32252,-1.1032,-0.50658
0.32866,-0.26256,-0.75855,0.68787,0.036954,0.0036232,0.69762
-0.35051,0.43986,-0.5615,0.2778,0.18483,-0.41479,-0.27367
0.081621,-0.89147,1.2767,1.2914,-0.36351,-0.16498,-0.11231
0.71987,-0.45872,-0.58268,-0.59502,-0.35616,-0.1216,0.411
0.16614,-0.02204,-0.79029,-1.6591,-0.20487,1.064,0.74232
0.63193,0.10217,-0.9852,-1.3701,0.12988,1.2068,0.63789
-0.22177,-0.19019,0.58115,-0.22377,-0.029164,0.31611,-0.23942
-1.0354,0.15951,0.19437,0.43518,0.05903,-0.21368,-0.53371
3.0666,3.5417,-0.75514,-1.2257,3.5273,2.0706,1.6093
0.92153,1.7667,-0.20431,1.1199,0.84116,-1.2451,-1.194
-3.0184,-2.0512,0.60664,0.98886,-3.4026,-1.4837,-1.9717
-0.70256,-1.0688,-0.4573,0.45141,-0.70684,-0.22257,0.014878
-0.21402,-0.89841,1.4187,0.40189,-0.020521,-1.0188,-0.091436
-0.070387,-0.20744,0.48257,-0.73167,-0.12323,-0.52587,0.44825
-0.13043,-0.30646,-1.1137,-0.31421,-0.51183,0.32201,0.23132
-0.057187,-0.32425,-0.29477,-0.90331,-0.20217,0.16672,-0.15133
-0.13445,-0.61589,-0.048686,-0.71674,-0.28552,0.37439,0.43111
-0.010854,0.028,-0.42805,-0.82418,0.19833,0.95662,0.33114
-0.25281,-0.37442,-0.70426,-0.34532,-0.72394,1.378,0.2383
0.35215,0.62687,-0.09488,-0.3183,1.2989,2.7821,0.79359
0.51447,1.1595,0.24514,0.089978,1.6475,-0.45444,-0.25514
2.1517,3.4954,-0.37978,-1.0542,3.0647,0.30977,1.0061
0.23387,1.2409,0.37845,1.3386,0.48468,-1.7882,-1.3747
-1.8812,-1.1125,1.0325,2.8602,-3.2804,-1.1222,-1.4466
-0.41707,-0.13387,0.32964,1.268,0.4032,-0.79752,-0.12497
-0.65417,-2.0367,1.2035,1.0598,-0.41501,-0.40618,-0.20405
-0.033676,-0.85087,1.1932,-0.58434,-0.89968,-0.7079,0.050662
-0.14901,-0.44114,0.20621,-1.1928,0.1361,-0.46198,0.012015
-0.049815,-0.18623,-1.3706,-0.85344,-0.21783,-0.00033561,-0.0049723
-0.1424,-0.34406,-2.5645,-1.3012,-0.5503,-0.094078,0.6531
0.013607,-0.17911,0.0056356,-0.90069,0.023538,0.98945,0.27435
-0.32898,-0.41815,0.36522,-1.0103,-0.51899,0.81105,-0.23301
0.59361,0.37017,-0.74451,-0.60735,1.2758,1.9757,1.0957
0.59157,0.89598,-0.075068,-0.36144,1.4942,1.256,0.58344
2.4816,2.3054,-0.49542,-0.16339,2.0939,1.6034,0.8424
1.0832,1.0043,-0.86255,0.2963,-0.41281,-0.67852,-0.88058
-1.7511,-0.60556,-0.079701,1.8857,-1.8903,-1.2129,-1.2516
-0.14996,0.38154,0.29724,0.33168,-0.25641,-0.7992,-0.11316
-1.0993,-0.95085,0.34315,0.18531,-0.6018,-0.47535,-0.60985
-0.88732,-1.0719,1.2525,0.77023,0.30587,-0.67379,-0.038617
0.10499,-0.61209,0.011709,-0.9701,-0.24565,-0.45024,0.071301
-0.19566,-0.22745,-1.3847,-0.47769,-0.55827,0.31561,0.62464
-0.079822,-0.31106,0.61335,-0.95893,-0.39716,0.78113,0.36893
-0.049346,-0.12485,-0.28069,-1.1676,-0.019861,2.8381,0.31797
-0.21537,-0.37994,-0.47808,-0.74018,-0.39775,0.45575,0.029534
0.30089,0.21319,-0.25586,-0.55402,0.92116,1.082,0.54197
0.73048,0.94459,-0.15465,0.23145,1.514,1.2555,0.85511
2.6212,1.5263,-0.76877,-1.7342,1.7084,3.205,3.1847
1.2951,0.81858,0.22982,-0.14303,-0.038,0.43964,-0.83218
-1.9567,-0.9208,-0.64287,0.95769,-1.8426,-1.0836,-2.9366
-0.018067,0.66672,0.21068,1.5775,-0.44608,-0.64927,-0.027823
-0.68187,0.54089,0.009847,1.3678,0.12798,-1.3258,-0.55357
-0.60507,0.35494,1.0294,-0.36736,0.25909,-0.90346,-0.19005
-0.051906,-0.48733,1.8495,1.0201,-0.62814,-0.57323,-0.0027434
