"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.088236,2.3409,-0.42464,-0.20067,3.5382,1.543,2.5957
0.025547,2.3041,0.21232,0.18237,-0.090023,0.51343,-0.84009
-0.04244,0.94214,1.0616,1.14,-2.0088,-0.87948,-3.0155
-0.0069246,-0.71433,2.1232,1.3315,-0.6831,-1.0006,-1.2027
-0.0067295,-1.2665,1.6986,1.108,-0.29934,-0.61705,-0.21853
-0.022931,-1.3769,0.42464,1.0123,-0.1598,-0.47574,0.2649
-0.0057731,-0.89838,0.63696,0.24621,-0.71799,-0.17293,0.24763
-0.014447,-0.49346,0.63696,-1.2221,-0.40401,0.27118,0.54115
-0.018582,-0.38303,-1.2739,-1.5094,-0.29934,0.61437,0.61021
-0.01685,-0.2726,-1.9109,-1.0625,-0.22957,1.1796,0.43755
-0.023963,-0.16217,-0.63696,-0.99867,-0.090023,1.1796,0.48935
0.0083915,0.53723,-1.0616,-0.61563,0.9217,0.97773,0.85192
0.60538,-0.084188,-1.4862,-0.55179,1.1659,2.3908,0.78286
3.4127,-0.64442,-0.63696,-0.29643,1.8288,1.5026,3.4072
2.7437,0.0027112,0,-0.0091519,-0.64821,-0.11237,3.2
0.37482,-0.047961,0,-0.0091519,-2.8112,0.81624,-0.46025
0.44202,-0.011065,0,-0.0091519,-0.57844,0.63455,-0.184
-0.061991,0.02473,0,-0.0091519,-0.090023,0.29137,0.59294
-0.3644,-0.045981,0,-0.0091519,0.049525,-0.27387,0.040447
-3.1029,-0.066721,0,-0.0091519,0.049525,-0.75836,-3.2227
-3.3885,0.016449,0,-0.0091519,-0.090023,0.069314,-3.6198
-0.6836,-0.0031717,0,-0.0091519,-0.090023,-0.11237,-0.7365
-0.095592,0.027659,0,-0.0091519,-0.020249,-0.39499,0.14404
-0.028391,-0.062326,0,-0.0091519,-0.020249,0.23081,-0.16674
0.62682,-0.13869,0,-0.0091519,0.88681,-0.031622,0.54115
0.64362,0.51131,0,0.59733,1.0612,-4.8427,0.29943
1.5172,3.2057,0.21232,0.56541,2.3521,-4.5467,-0.27033
0.39162,2.4146,0.63696,1.2038,0.084412,0.013437,-1.3235
-1.5068,-0.6039,0.63696,2.0976,-2.253,-0.021687,-2.0487
-0.2804,-0.23579,1.0616,1.5868,-0.64821,0.016567,-0.37392
0.0052101,-0.05174,1.0616,1.3634,-0.33423,0.018896,0.16131
-0.22999,-0.71433,1.6986,1.6826,0.15419,0.010473,-0.11494
-0.5996,-1.4505,1.2739,0.40581,-0.33423,0.055704,-0.2358
-0.5828,-1.3401,-1.4862,-1.7009,-0.19468,0.034396,0.19584
-0.11239,-0.78795,-1.2739,-1.9563,-0.22957,0.0026084,0.62747
-0.01159,-0.49346,-1.2739,-1.8924,-0.54355,-0.058414,0.7138
-0.01159,-0.19898,-1.0616,-1.7009,-0.19468,-0.02421,0.24763
0.64362,0.35317,-0.21232,-0.93483,1.445,0.05981,1.0418
0.74443,0.24274,-0.63696,-0.8714,-0.12787,1.8917,0.74833
2.1893,1.5679,0,-0.65522,-1.543,2.091,0.023182
0.94603,2.6722,1.0616,0.031684,0.0437,-0.11237,-0.92642
-1.9436,0.53723,0.63696,-0.0081133,0.0089628,-0.77854,-1.6516
-1.1204,-0.49346,-0.63696,-0.051179,-0.027778,-0.89967,-0.66744
-0.4652,-0.34622,-0.21232,0.044359,-0.0083692,-0.85929,-0.39119
-0.045191,-0.2726,1.6986,0.033397,0.0045973,-0.59686,-0.028615
-0.4484,-0.93519,3.1848,0.018699,0.02914,-0.29405,-0.028615
-0.566,-1.5242,0.42464,-0.0060334,-0.073337,-0.17293,-0.04588
-0.045191,-1.0088,0,-0.0061439,-0.087894,-0.011435,0.35123
-0.028391,-0.53027,1.2739,0.0042223,0.011624,0.21062,0.90372
-0.01159,-0.30941,-0.63696,-0.0029872,0.023687,0.7153,1.1282
0.69402,-0.01493,-1.9109,-0.030554,0.011201,1.2604,1.0246
0.61002,0.72128,-2.9725,0.83262,1.017,0.75568,0.61021
1.6516,2.525,-1.9109,0.75281,2.6124,0.089501,-0.32213
0.71083,2.0464,0.21232,0.62925,-0.1598,-0.39499,-1.5825
-1.4228,-0.12536,0.21232,1.9699,-2.253,-0.89967,-1.1854
-0.6668,-0.41984,0.63696,1.5868,-0.26446,-0.45555,-0.2358
-0.3644,-0.05174,1.6986,0.75693,0.1193,-0.17293,-0.20127
-0.17959,-0.67752,0.21232,0.34197,-0.055136,-0.33443,-0.11494
0.055611,-1.0456,-0.63696,0.72501,-0.12491,-0.27387,-0.063146
0.15641,-0.23579,-0.42464,-0.16875,0.049525,-0.19312,-0.04588
0.40842,0.53723,0,-0.71139,-0.090023,-0.071996,0.23037
0.34122,-0.088551,0.84928,0.62925,0.014638,-0.051809,0.33396
-0.314,-0.6039,0.84928,0.62925,0.43328,0.069314,-0.063146
-0.3644,-0.30941,-0.42464,-0.48795,-0.090023,0.19044,0.14404
-0.2636,-1.2297,-1.6986,-3.7757,0.014638,2.5725,1.9224
1.8196,1.3839,-0.84928,-3.0415,1.445,2.6533,1.6289
0.76123,2.5618,0.42464,1.0123,0.32862,-0.61705,-1.4444
-1.7252,-0.2726,0.42464,2.3529,-1.5902,-1.7273,-2.0141
