"GI:ZTL","GI_mRNA","GI_prot","LHY_mRNA","LHY_prot","LHY_prot_modif","Light*P","PRR5_mRNA","PRR5_prot","PRR7_mRNA","PRR7_prot","PRR9_mRNA","PRR9_prot","TOC1_mRNA","TOC1_prot","TOC1_prot_mod","Y_mRNA","Y_prot"
0,0.010469,0.1635,0.69079,0.39416,1.0945,1.9612,1.3529,2.9339,0.96227,3.4775,1.8149,2.2046,0.89281,3.8161,3.0816,1.5426,0.95109
0,0.012367,0.14956,2.315,0.99468,0.83694,0.43051,0.33824,2.6341,0.79645,1.2997,4.1878,0,0.99423,2.5675,2.1414,1.4198,1.6747
0,0.03197,0.11966,2.4353,1.6202,1.6095,0.11959,1.1838,1.1428,1.3354,2.5343,1.9545,2.7692,1.0196,1.5584,3.4992,0.77815,1.2302
0,0.055116,0.035724,2.6158,1.8704,2.1245,0,0.84559,2.6693,1.6048,2.3771,1.117,2.7478,0.82942,2.9925,2.707,0.34129,0.93041
0,0.059193,0.034645,2.3451,2.546,2.1245,0,1.0147,2.965,2.2059,3.1964,0.97742,0.986,0.6646,1.6777,3.5304,0.15017,0.63061
0,0,0.10818,2.4654,2.546,2.3821,0,1.6912,1.9787,2.579,1.6883,0.97742,1.4151,0.39835,3.1582,3.4755,0.13652,0.32048
0,0.048351,0,2.7361,2.8463,2.4464,0.095669,2.3677,3.6639,2.6205,3.0648,1.2101,2.8859,0.24622,0.6769,1.8569,0.068258,0.23777
0,0.022489,0.089525,2.0142,2.471,2.3821,0.88494,2.3677,2.1843,2.4132,3.5654,1.3962,1.0821,0.17015,3.1474,1.5467,0.068258,0.10338
0,0.032262,0.05729,1.2923,1.6202,2.7683,1.5068,2.875,1.0037,2.4754,2.4287,1.3496,1.4956,0.13211,2.547,1.7991,0.068258,0.041352
0,0.0011738,0.11183,0.87126,1.2699,2.5108,1.9134,2.0294,2.4905,2.4132,2.2378,1.0705,2.2973,0.10675,2.7319,1.8805,0.15017,0.062028
0,0.030436,0.036129,0.60056,0.74447,1.9958,2.1047,2.7059,1.8986,2.1438,3.1112,0.79131,0.90158,0.11943,1.7526,1.7326,0.34129,0.082704
0,0.021184,0.085279,0.42009,0.8946,1.352,2.32,1.5221,2.1549,1.6877,2.558,0.6052,2.3094,0.13211,2.8588,1.9715,0.54607,0.23777
0,0.023317,0.0079587,0.90134,0.6694,1.4164,1.8895,1.0147,1.3564,1.6048,4.5398,2.2337,2.0192,0.1955,2.0806,2.7086,0.88736,0.35149
0.70221,0.76736,0.76588,0.0068163,0.01732,0,1.9134,0,3.7054,0.050249,1.4478,1.6288,2.4286,3.3144,1.2625,2.9962,2.0614,2.1606
1.9381,4.1529,0.81385,0.057954,0.052487,0,0.47834,0,2.5273,0.050249,2.9906,3.583,0.98608,3.3651,2.2494,0.55302,4.9283,3.0394
3.0897,4.4335,1.1497,0.038775,0.050388,0,0.047834,0,3.7367,0.050249,3.1837,1.1635,2.6815,2.972,2.7569,0,4.4504,4.0525
4.4098,4.3213,1.5335,0.063215,0.10608,0,0,0,2.4789,0.050249,3.2378,0.18645,2.4932,2.7819,1.8489,2.6243,4.2593,4.5487
4.2694,4.34,2.0612,0.042347,0.07869,0,0,0,3.1357,0.050249,2.6686,0.13992,0.54869,2.8706,2.7544,2.8894,4.4778,4.8382
4.8031,4.6579,2.9727,0.048412,0.058585,0,0,0,2.8046,0.050249,3.2798,0.13992,1.7663,3.0481,1.9537,2.3778,4.4778,4.9312
4.6626,4.0594,4.7478,0.046218,0.070672,0,0.095669,0,3.189,0.050249,2.1861,0.23298,3.7215,3.2129,1.8809,2.434,4.5597,5.0759
2.3032,0.63643,6.2829,0,0.037676,0,1.0524,0,5.184,0.050249,0.95826,0.23298,0.068663,3.1622,2.482,3.2158,2.2798,4.3213
0.64603,0.1127,6.4748,0.0077716,0,0,1.6503,0,2.726,0.050249,2.1195,0.13992,1.4201,2.8833,3.0903,2.3217,1.5017,3.1221
