"GI:ZTL","GI_mRNA","GI_prot","LHY_mRNA","LHY_prot","LHY_prot_modif","Light*P","PRR5_mRNA","PRR5_prot","PRR7_mRNA","PRR7_prot","PRR9_mRNA","PRR9_prot","TOC1_mRNA","TOC1_prot","TOC1_prot_mod","Y_mRNA","Y_prot"
0,0.026526,0.2995,0.788,0.7887,1.5949,1.9382,1.7684,2.8619,1.8697,4.6033,1.4906,3.2782,1.0411,0.87287,0.74513,1.4561,1.0976
0,0.050833,0.39137,2.4119,1.4657,1.9271,0.31496,1.7684,0.91654,1.9599,2.1641,4.3487,1.3556,1.511,1.29,0.5744,2.5886,2.3911
0,0.069928,0.12888,2.3506,1.6413,2.5252,0.024228,1.9452,2.3251,1.8472,1.8606,1.3937,2.8684,1.4523,1.2204,0.91585,0.72806,2.5871
0,0.075933,0.057262,2.4425,2.1679,2.5252,0,2.2989,1.4858,1.9373,0,0.61858,3.5364,1.0998,1.2204,1.0866,0.56627,1.9599
0,0.063343,0.43061,2.4119,3.0455,2.7245,0,2.2989,2.1292,1.9599,2.3705,0.57014,1.6853,0.74741,1.0814,1.0866,0.44492,1.0584
0,0.08312,0.28598,2.2587,3.196,3.3891,0,1.5915,1.5331,2.4106,2.0741,1.0061,2.1708,0.45373,1.0119,0.5744,0.24269,0.86236
0,0.0019266,0.19308,2.0442,2.87,3.3226,0.09691,3.5368,0.60999,2.7486,4.47,0.57014,4.5304,0.27752,0.94238,0.40367,0.12134,0.35278
0,0.04671,0,1.3089,2.4688,2.8575,1.0418,4.0673,1.1962,2.7712,1.8229,1.3452,3.9397,0.27752,0.38627,0.23295,0.040448,0.35278
0,0.032869,0.066513,0.6348,1.7667,2.9904,1.6232,3.5368,1.0709,2.4331,3.6638,1.103,4.5687,0.21878,0.38627,0.23295,0.12134,0.23519
0,0.094019,0.49828,0.35905,1.1899,2.8575,2.0109,2.6526,4.683,2.4782,0.87865,0.81235,2.6222,0.27752,0.38627,0.23295,0.44492,0.23519
0,0.061759,0.28016,0.23649,0.6884,2.3923,2.1563,2.4757,3.0231,2.2528,2.1968,0.61858,1.0864,0.68868,0.31675,0.23295,1.8201,0.74477
