"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.076163,1.6436,-0.24208,-0.87576,2.9305,0.95395,-0.40463
-0.032984,1.9275,-0.64481,0.64744,-0.088915,-0.88436,-1.2751
-0.073373,0.42738,0.56039,2.785,-3.2615,-2.0609,-0.42845
-0.11626,-0.57145,1.0357,1.164,-0.26891,-1.6866,-0.084702
-0.055568,-0.059944,-0.91412,0.20484,-0.37142,-0.79173,-0.037462
-0.049106,1.4953,0.14574,1.0565,0.26775,-0.38393,0.22836
-0.079608,-1.5151,0.76885,-0.2045,-0.0081893,-0.23402,-0.18277
-0.056483,-0.97635,-0.34505,-0.58727,0.012723,-0.030611,-0.01083
-0.05697,-0.88015,0.59853,0.37249,0.063888,0.0652,-0.0026563
-0.076653,-0.85973,0.62632,-0.69483,0.28549,0.055779,0.39729
-0.080733,-0.22254,-1.5763,-0.31392,-0.18801,0.1394,-0.040624
-0.06974,-1.0346,0.6663,0.50849,0.74924,0.27694,1.1004
-0.066119,0.63753,1.0529,-1.4851,0.47336,0.29186,1.3907
3.1966,-0.10268,-0.078433,-0.033365,3.2446,-0.33579,1.1245
1.9561,-0.10106,-0.078433,-0.033365,-0.7044,1.0701,0.97677
-1.5725,-0.097003,-0.078433,-0.033365,-3.1962,1.5651,-1.2236
-0.30422,-0.10544,-0.078433,-0.033365,-0.10534,0.73546,-0.39734
-0.18003,-0.1011,-0.078433,-0.033365,-0.46359,-0.13222,-0.24183
0.40349,-0.095397,-0.078433,-0.033365,0.13416,-0.79853,0.31314
-1.494,-0.10283,-0.078433,-0.033365,-0.10197,-0.88379,-0.35396
-1.7098,-0.099819,-0.078433,-0.033365,-0.039504,0.10776,0.47984
0.027223,-0.10211,-0.078433,-0.033365,-0.18412,1.7117,0.75334
-0.17878,-0.10367,-0.078433,-0.033365,0.12833,0.65388,-1.5681
-0.17973,-0.096522,-0.078433,-0.033365,-0.46252,-0.77657,-0.73254
0.27694,-0.10073,-0.078433,-0.033365,1.0452,-0.75588,0.46008
1.0219,-0.10205,-0.078433,-0.033365,1.0439,-1.1006,0.65024
5.758,2.9491,-1.1067,-1.2531,2.9228,0.054723,4.6806
1.7544,1.5117,-0.71093,0.78126,0.20839,-0.024588,-3.1598
-4.845,-0.90361,1.016,1.0595,-3.0867,-0.04424,-4.1677
0.86853,-0.5688,0.30881,1.2585,0.4391,-0.044956,0.33907
-0.98422,-0.38021,0.93651,1.1287,-0.51364,0.036858,-1.3391
-0.38348,0.14329,0.2478,0.86462,-0.73355,0.053446,1.125
-1.3678,-0.65999,-0.69871,0.73745,0.25915,-0.086784,-0.73021
-1.4784,-0.89479,2.3356,-0.027838,0.014785,-0.085742,-0.83104
0.24721,-0.766,-1.4293,-0.63473,-0.23882,-0.013463,0.62845
-0.13744,-0.33044,-1.3728,-1.779,-0.17827,0.020171,0.88484
-0.19263,-0.38884,0.84816,-1.3135,-0.80999,-0.008299,1.5057
0.47608,-0.034797,-1.9528,-1.2466,1.0691,0.048409,1.8254
1.1417,0.52756,-0.21105,-1.1729,1.0862,0.0078673,-0.084639
