"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.038144,3.9379,-0.023212,-0.15682,3.2837,0.97482,0.11363
-0.029282,1.8901,-0.023212,0.87155,-0.028006,0.16823,-1.0358
-0.037877,0.61899,-0.023212,1.8004,-1.7994,-0.88034,-1.4015
0.00035508,0.90145,0.5009,1.8004,-0.56713,-0.81985,-0.3566
-0.0090905,-0.72269,0.3262,1.5682,-0.25906,-0.37622,-0.14761
-0.023684,-0.68738,-0.19792,0.80521,0.62664,-0.19474,-0.14761
-0.012662,-0.61677,0.6756,0.17491,0.010502,-0.11408,-0.0082817
0.004275,-1.3935,1.1997,-0.48855,-0.72116,-0.093914,0.02655
-0.012978,-1.0405,0.5009,-0.58807,-0.37458,-0.053585,0.043966
-0.00928,-0.7933,-0.72203,-0.090473,-0.37458,-0.013255,0.53161
-0.0065369,-0.36962,-0.19792,-0.65442,-0.29757,0.087569,0.65352
-0.0022168,0.054072,0.5009,-1.5833,1.2043,0.49086,0.67094
0.69885,-0.44592,-1.7702,-3.0097,0.70366,3.9995,1.6462
3.7909,-0.58254,-1.7702,-2.114,1.1658,4.1407,4.1541
3.1383,-0.067426,-0.023212,-0.024126,-0.22055,0.65218,3.2311
-0.41017,-0.011037,-0.023212,-0.024126,-2.5311,-0.073749,0.61869
-0.44365,0.046399,-0.023212,-0.024126,-0.83669,-0.03342,0.28779
0.1087,0.0014504,-0.023212,-0.024126,-0.22055,0.067404,-0.23469
-0.10889,-0.074914,-0.023212,-0.024126,-0.028006,0.067404,-0.47851
-3.0045,-0.0029432,-0.023212,-0.024126,0.010502,0.63202,-2.9516
-3.2389,-0.0020281,-0.023212,-0.024126,-0.028006,0.067404,-3.3347
-0.5106,-0.050429,-0.023212,-0.024126,-0.066515,-0.65853,-0.65267
-0.075413,0.074371,-0.023212,-0.024126,-0.028006,-0.2149,-0.11278
-0.025199,0.028261,-0.023212,-0.024126,-0.028006,0.30938,0.16588
0.728,-0.056267,-0.023212,-0.024126,1.5894,-0.17457,0.65352
0.56063,0.14836,1.3744,1.2696,1.0887,-4.9501,-0.70492
2.1172,0.99366,0.5009,0.77203,0.54962,-4.4725,1.1934
2.1005,1.3958,-1.4208,-0.5549,-0.56713,0.055841,0.93217
-0.81188,1.0427,-0.54732,0.20809,-1.7609,-0.026719,-2.3943
-1.5149,0.26592,0.3262,1.0706,0.049011,-0.013665,-1.8718
-0.87883,0.018765,1.5491,2.0326,-0.028006,0.067542,-1.0881
-0.47712,0.1953,2.2479,1.2696,0.16454,0.016038,-0.46109
-1.1132,-0.58146,0.15149,0.53982,0.049011,0.010111,-0.14761
-0.69471,-1.1817,-1.4208,0.37395,-0.028006,-0.00059354,-0.0082817
-0.10889,-1.0405,-0.19792,-0.48855,0.28006,0.0045375,0.13105
-0.025199,-0.65208,0.3262,-0.95298,-0.41309,0.016954,0.35745
-0.0084616,-0.40492,-0.023212,-1.5833,-0.52862,-0.0043911,0.60127
0.54389,-0.016543,-0.72203,-1.2847,0.97322,-0.025385,0.96701
0.39325,0.44245,-1.0714,-1.6335,-0.34537,1.6669,1.3502
1.3808,2.2431,-0.89673,-1.3786,-1.5085,1.5685,0.043966
0.76148,2.1372,-0.37262,-0.079846,-0.12973,-0.53754,-1.506
-1.2805,0.61899,0.3262,-0.028401,-0.039204,-0.75935,-1.2274
-0.66124,-0.33431,1.025,-0.015226,0.058086,-0.53754,-0.37401
-0.075413,-0.93453,3.8203,0.0022736,-0.040531,-0.29556,-0.14761
0.05849,-1.0405,3.2962,0.024858,-0.041786,-0.17457,-0.18244
-0.56081,-1.4641,-1.945,-0.055737,0.069565,-0.073749,0.061382
-0.59429,-0.7933,-1.2461,-0.075229,0.034787,-0.073749,0.11363
-0.058675,-0.58146,-0.37262,-0.03749,-0.077944,0.0069096,0.51419
-0.0084616,-0.51085,-1.2461,-0.0078355,-0.022448,0.28922,1.2282
-0.0084616,-0.19308,-0.19792,0.0045779,-0.012834,0.83366,1.0018
0.54389,0.1953,-1.2461,0.03374,-0.068859,1.5394,1.2108
0.4602,0.51307,-1.5955,0.3625,1.1053,1.0555,0.47936
1.5482,2.7727,-0.54732,0.46531,2.5633,0.28922,-1.0358
0.86191,1.8547,-0.023212,0.80521,0.087519,-0.65853,-1.5583
-1.0797,-1.4641,0.3262,1.7672,-1.6839,-1.1626,-1.0532
-0.49386,-0.22839,0.6756,1.8999,-0.68265,-0.69886,-0.13019
-0.19258,0.44245,0.85031,0.87155,-0.37458,-0.59803,-0.21727
0.12544,-0.47554,0.6756,0.63934,0.16454,-0.51737,-0.14761
0.22587,-0.087157,-0.37262,0.4403,0.35708,-0.39639,-0.060529
-0.025199,0.15999,0.15149,0.075394,-0.14353,-0.17457,0.20071
-0.0084616,-0.758,0.3262,0.24126,-0.37458,-0.013255,0.28779
0.17565,-0.86392,1.025,-0.15682,-0.29757,0.10773,0.078798
0.52715,-0.33431,1.3744,-0.75394,-0.33607,0.1279,0.32262
0.61084,-0.19308,-0.023212,-0.65442,-0.14353,0.16823,0.49678
-1.1299,-0.47554,-2.8185,-2.8439,0.70366,2.4468,1.0715
0.82843,2.3137,-2.6438,-2.678,3.0527,2.2049,1.2108
0.69453,2.9846,-0.023212,1.0374,0.39559,-1.1626,-1.3667
-2.1844,0.12469,0.15149,2.3644,-2.9932,-1.6466,-1.9589
-0.87883,-0.299,1.1997,1.9663,-0.75967,-1.1022,-0.33918
-0.058675,-1.0405,1.025,1.0706,0.39559,-0.57787,-0.19986
0.12544,-0.89923,0.15149,0.40713,0.087519,-0.23507,-0.11278
-0.293,-0.89923,-0.19792,-0.057299,0.16454,-0.29556,-0.043113
-0.46038,-1.3935,0.15149,-0.18999,-0.33607,-0.17457,0.0091342
-0.10889,-0.82861,0.85031,-0.5549,-0.41309,-0.03342,0.23554
-0.025199,-0.68738,-0.54732,-0.95298,-0.028006,0.1279,0.46195
-0.0084616,-0.61677,-1.5955,-1.6828,-0.4516,0.45053,0.60127
0.67779,0.23061,-1.0714,-1.4838,1.1272,0.63202,0.94959
0.39325,0.40715,0.5009,-0.91981,0.81918,0.49086,1.1237
2.1172,1.4311,0.5009,-0.65442,0.8962,1.1361,1.4198
1.2971,1.3604,-0.89673,0.27443,-0.33607,0.63202,-0.87907
-1.7827,0.12469,-0.19792,1.1369,-2.069,-0.67869,-2.1678
-0.82862,-0.05185,1.3744,0.87155,-0.10502,-0.77952,-0.75716
0.075228,-1.217,2.2479,0.70569,-0.18204,-0.57787,-0.14761
0.42672,-0.40492,-0.19792,0.63934,0.087519,-0.19474,0.49678
