"GI:ZTL","GI_mRNA","GI_prot","LHY_mRNA","LHY_prot","LHY_prot_modif","Light*P","PRR5_mRNA","PRR5_prot","PRR7_mRNA","PRR7_prot","PRR9_mRNA","PRR9_prot","TOC1_mRNA","TOC1_prot","TOC1_prot_mod","Y_mRNA","Y_prot"
0,0.027765,0.16216,0.54784,0.53248,0.62731,2.0194,0.3718,0.64585,0.48553,2.2273,1.6709,2.2909,0.82121,2.1535,3.4716,1.3168,0.68501
0,0.051529,0.069865,2.5142,1.4463,0.70573,0.39404,0.3718,0.64585,0.43745,2.2388,3.8558,3.1331,1.1874,2.3722,4.0503,1.3584,1.0003
0,0.0065321,0.090459,2.4439,2.1395,1.2546,0.024627,0.3718,0.64585,1.1347,2.86,1.6709,2.1861,0.94326,3.5131,3.0336,0.48513,0.82636
0,0.021531,0,3.1462,2.9903,1.7251,0.024627,0.3718,0.43056,1.7599,2.8814,1.5184,3.4433,0.51607,1.7309,3.3922,0.23563,0.64152
0,0.015523,0.10101,3.3569,3.4629,1.8035,0,0.92949,0.64585,2.4571,0.71124,0.9595,3.3317,0.31773,2.5307,2.5824,0.19405,0.50017
0,0.02089,0.095203,2.4439,3.4944,1.9604,0,0.7436,0.43056,2.914,3.4528,1.2136,0.76166,0.22619,3.1013,2.1326,0.11089,0.33707
0,0,0.055101,2.6897,3.2108,2.274,0.12314,0.7436,0.64585,3.0582,2.7097,1.8233,2.9367,0.16516,1.0043,2.7169,0.069304,0.17397
0,0.016607,0.11115,1.847,2.6437,2.4308,1.0343,1.4872,0.86113,3.0582,1.1316,1.2644,2.4528,0.13465,2.3801,0.95568,0.097025,0.086986
0,0.012989,0.074956,1.3203,2.4231,2.274,1.847,2.0449,1.507,2.7216,1.09,0.90869,1.8455,0.088875,2.0844,4.2193,0.083164,0
0,0.012,0.075794,0.82874,1.6984,2.5877,2.1426,2.0449,1.7223,2.6495,1.6912,0.80706,2.9414,0.088875,2.7645,3.4789,0.12475,0
0,0.012154,0.028526,0.54784,0.9106,2.7445,2.315,1.3013,2.3681,2.6735,1.5603,0.45137,1.6075,0.073618,2.5528,0.6711,0.49899,0.065239
0,0.013963,0.1391,0.47761,0.69003,1.8819,2.3888,1.859,1.7223,2.1927,3.116,0.45137,1.4879,0.1499,2.3001,1.1994,0.63759,0.22834
0,0.018523,0.039932,0.61806,0.75305,1.4115,2.1179,1.859,3.4445,1.5435,3.1711,2.0774,2.6579,0.43978,1.3774,3.118,1.0257,0.57628
0.49945,0.73528,0.53158,0.050603,0.093296,0,2.0441,0,0,0.028699,1.063,1.4168,3.3863,3.1708,3.0316,2.2548,1.9405,1.9789
1.68,3.8931,0.47648,0.055187,0.023518,0,0.29553,0,0,0.028699,0.61873,3.6526,2.4981,3.5675,1.3766,2.15,4.3246,3.1315
2.747,3.9443,2.5704,0,0.085801,0,0.024627,0,0,0.028699,1.9719,1.1628,2.8557,3.659,1.781,1.4769,4.5047,4.0448
3.3145,3.4834,3.5072,0.060662,0.088623,0,0,0,0,0.028699,2.5632,0.34974,0.34466,3.5064,3.0313,1.8136,4.8097,4.6755
4.0637,3.5005,2.1847,0.062595,0.027406,0,0,0,0,0.028699,4.4501,0.09568,1.3147,3.6285,2.336,2.4123,4.7265,5.0778
4.2226,3.6029,1.1377,0.078556,0.064215,0,0,0,0,0.028699,1.6393,0.09568,0.70539,3.5522,3.382,4.7377,4.6156,5.0126
4.4496,3.3981,1.8541,0.004545,0.1499,0,0.024627,0,0,0.028699,2.2093,0.09568,0.51077,3.6743,1.2032,2.1507,4.3384,4.8603
1.9297,0.54752,5.6563,0.092081,0.090141,0,1.1575,0,0,0.028699,4.8181,0.14649,3.0143,4.0252,3.935,3.3449,2.2593,4.3493
0.56755,0.10372,5.6563,0.01898,0.099061,0,1.6254,0,0,0.028699,1.0408,0.09568,3.1512,3.72,1.9562,1.5762,1.6772,3.5012
0.13621,0.035441,4.7746,0.058382,0.078963,0,1.9702,0,0,0.028699,2.3778,0.09568,1.931,3.5217,1.4968,3.4205,1.7326,3.1859
0.068106,0.035441,3.3419,0.10939,0.023351,0,2.1918,0,0,0.028699,1.8393,0.09568,1.0493,3.5522,0.99381,3.4438,1.5801,2.5552
0.068106,0.018372,2.1296,0.10294,0,0,2.3396,0,0,0.028699,3.4807,0.09568,3.1517,3.7505,3.1969,3.2604,1.8573,2.1855
0.43134,0.78648,0.47648,0.069887,0.057308,0,2.0933,0,0,0.028699,2.2313,2.2298,3.9579,3.4149,1.9038,2.911,2.093,1.9572
0.18162,0.59872,0.25606,0.26693,0.53248,0.70573,1.8224,1.4872,3.2292,0.96641,0.35057,1.5693,1.3705,0,2.9133,3.6189,1.289,0.70676
0.90808,2.9543,1.0275,1.0745,0.56399,0.5489,0.22164,0.5577,2.3681,0.60575,1.3241,2.992,2.1227,0.025687,2.2135,2.6539,3.0355,1.5114
1.9524,2.7494,0.752,1.6715,0.78456,0.94097,0,0,0.86113,0.58171,2.1382,0.85787,3.2717,0.037022,3.7131,1.3785,2.0237,1.9463
2.5653,2.1349,0.6969,2.1279,1.6668,1.333,0,0,0.21528,0.77406,0.045008,0.70543,3.9415,0.00024276,3.0774,2.248,1.1227,1.9898
