"GI:ZTL","GI_mRNA","GI_prot","LHY_mRNA","LHY_prot","LHY_prot_modif","Light*P","PRR5_mRNA","PRR5_prot","PRR7_mRNA","PRR7_prot","PRR9_mRNA","PRR9_prot","TOC1_mRNA","TOC1_prot","TOC1_prot_mod","Y_mRNA","Y_prot"
0,0.046337,0.16526,1.0441,0.97686,0.28388,1.8567,0.084756,0.39682,0.13277,0.062155,1.394,0.25969,1.0543,1.1544,2.076,0.72821,0.4795
0,0.028636,0.176,0.64188,1.2185,0.47313,0.40467,0.042378,0.29762,0.42112,0.27413,4.6132,2.7009,1.4734,1.5837,1.2511,1.0607,0.79917
0,0.0062535,0.145,0.30157,1.0171,0.757,0.047609,0.21189,0.24801,1.2141,0.82527,1.2993,2.9938,2.0321,2.1356,1.5261,0.47492,0.66393
0,0.065149,0.11244,0.14688,1.0171,0.66238,0,0.93232,0.39682,1.3943,1.334,0.44717,1.9197,1.8924,2.8715,1.5261,0.2058,0.46721
0,0.040453,0.12362,0.11595,0.73523,0.66238,0,1.7375,1.0417,1.5745,2.0547,0.21046,1.3989,2.1252,3.0555,1.5261,0.14248,0.35655
0,0.072391,0.13314,0.085008,0.49361,0.66238,0,1.907,1.9841,1.178,1.8851,0.11578,0.78047,1.3803,3.1169,1.3886,0.15831,0.19672
0,0.037434,0.070371,0.085008,0.33252,0.757,0.023804,1.9494,2.4305,0.81761,1.8427,0.16312,0.45499,1.6596,2.6262,1.2511,0.25329,0.28278
0,0,0.1481,0.085008,0.25198,0.56775,1.0236,1.1866,1.4385,0.49321,0.40132,0.21046,0.1295,1.0543,2.3809,1.8011,0.15831,0.27049
0,0.072659,0.050711,0.20876,0.17144,0.3785,1.5711,0.50854,0.99205,0.31299,0.14694,0.068437,0.096948,1.3337,1.8903,1.9385,0.23746,0.31967
0,0.03115,0,0.20876,0.13117,0.28388,1.9996,0.16951,0.54563,0.20486,0.062155,0.068437,0.096948,1.5665,2.2583,1.6636,0.34827,0.30737
0,0.056619,0.12495,1.0131,0.61442,0.28388,2.2138,0.084756,0.19841,0.16881,0.10455,0.068437,0.096948,1.8924,1.8903,2.4885,0.34827,0.35655
0,0.022125,0.12683,3.024,1.8628,0.56775,2.309,0.042378,0.099205,0.42112,0.18934,0.11578,0.1295,1.4734,2.7489,3.4508,0.12665,0.20901
0,0.050072,0.12822,4.2306,2.5877,1.514,2.19,0.16951,0.099205,1.4304,0.44371,2.2935,0.42244,1.1009,2.0743,3.5883,0.17414,0.17213
0.19785,0.43528,0.17521,0.10892,0.058344,0,2.1186,0,0.049603,0.060681,0.062155,1.536,0.29224,1.6131,2.7489,2.076,0.2058,0.036885
0.7914,1.6922,0.41643,0.092213,0.12724,0,0.23804,0,0.049603,0.74552,0.18934,3.2403,2.8311,1.6131,2.6876,2.4885,0.45909,0.31967
1.074,1.4199,0.23551,0.11173,0.093608,0,0.047609,0.25427,0.099205,1.178,0.91006,1.0626,3.2216,1.939,2.2583,2.4885,0.58573,0.41803
1.5263,1.7341,0.23551,0.060888,0.12068,0,0,0.9747,0.49603,1.2501,1.3764,0.21046,2.1801,2.2184,1.8903,3.0384,0.79153,0.51639
1.922,1.9645,0.23551,0.082182,0.10688,0,0,1.6527,1.1905,0.99783,1.2916,0.16312,1.106,2.6374,2.013,2.9009,0.71238,0.56557
2.1198,1.6084,0.29582,0.035782,0.12858,0,0,1.1866,1.6369,0.63739,1.2492,0.068437,0.55263,3.1961,2.8102,2.351,0.63323,0.67622
2.0916,1.2942,0.53704,0.046925,0,0,0.071413,0.9747,1.6865,0.34903,0.65569,0.068437,0.1295,3.3358,2.9942,2.351,0.33244,0.61475
0.7914,0.24674,2.9493,0,0.049738,0,1.1188,0.50854,0.99205,0.27695,0.27413,0.068437,0.096948,2.8702,3.4848,2.4885,0,0.35655
0.19785,0.079151,2.8286,0.056231,0.083978,0,1.9043,0.12713,0.54563,0.16881,0.10455,0.068437,0.096948,1.8459,3.3622,2.7634,0.079153,0.22131
0.084793,0.058203,1.9241,0.082749,0.10491,0,2.19,0.042378,0.39682,0.13277,0.18934,0.068437,0.096948,1.6596,2.9329,3.4508,0.063323,0.11065
0.028264,0.037254,1.5622,0.021334,0.13715,0,2.2614,0,0.24801,0.13277,0.14694,0.068437,0.096948,1.4268,2.3809,3.5883,0.17414,0.09836
0,0.037254,0.71796,0.047188,0.065141,0,2.3566,0,0.049603,0.13277,0.062155,0.068437,0.096948,1.194,2.5036,3.1759,0.22163,0.036885
0.084793,0.41433,0.35613,0.03167,0.066538,0,1.952,0,0.049603,0.060681,0.062155,2.3408,0.32479,0.91465,2.0743,3.3133,0.39577,0.11065
0.45223,0.8333,0.89887,0.61094,0.13117,0,1.9043,0,0.14881,0.060681,0.062155,1.8674,0.16205,0.06327,0.18102,0,2.1371,2.3606
