"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.080928,2.6843,-0.43681,0.54674,1.911,1.1744,2.4821
0.04218,0.95226,0.31069,-0.33055,-0.069074,0.25009,-0.89414
-0.0083498,-0.52959,0.39922,0.050827,-2.3508,-0.447,-1.9142
-0.27543,0.25703,0.74198,0.0070755,-0.26406,-0.72249,0.58204
-0.090394,-0.5074,-1.2134,0.63077,0.22462,-0.64391,-0.54531
0.044778,-0.17091,1.105,1.4172,-0.12667,-0.40302,0.013589
-0.078775,-0.89157,2.7397,0.60147,0.10868,-0.19304,-0.21787
-0.073906,-1.3196,-0.38136,-0.7705,0.30382,-0.11449,0.10358
-0.030344,-0.8461,-1.0451,-0.56987,-0.41703,-0.071194,0.14832
-0.046675,-0.2771,-1.2736,0.17009,-0.24721,0.23435,1.0099
-0.11997,-0.41894,1.4959,-1.4999,-0.43153,1.0653,2.3469
-0.041867,0.17469,-0.90043,-2.2293,0.99261,2.3024,0.65624
0.025284,1.069,-1.5937,-0.66936,0.55722,3.3536,-1.4861
2.477,-0.12092,0.060756,-0.026826,2.5725,1.8095,1.2175
0.66294,-0.10717,0.060756,-0.026826,-0.50034,1.8294,-0.79215
-1.1908,-0.12076,0.060756,-0.026826,-2.8093,-0.64733,-1.0812
0.92794,-0.12623,0.060756,-0.026826,0.065298,-1.0429,0.11518
0.21062,-0.057812,0.060756,-0.026826,-0.23826,-0.53485,-0.35619
-0.026156,-0.084657,0.060756,-0.026826,0.071984,-0.7811,0.39187
-1.8253,-0.21803,0.060756,-0.026826,-0.041487,0.15373,0.1131
-1.2423,-0.10179,0.060756,-0.026826,-0.1177,0.18104,0.55727
-0.096212,-0.082891,0.060756,-0.026826,-0.13121,-1.1573,0.032955
-0.11685,-0.13175,0.060756,-0.026826,0.09868,0.60198,-0.33394
-0.11102,-0.12621,0.060756,-0.026826,-0.48452,0.53801,-0.16878
0.24753,-0.19444,0.060756,-0.026826,1.2981,-0.8571,0.0087167
0.81289,-0.13121,0.060756,-0.026826,0.87878,0.12024,0.47797
4.5634,2.8662,-0.80002,-1.3587,1.6984,-0.064889,1.3394
1.0176,1.5736,-0.59443,0.022907,-0.065723,-0.052191,-1.9964
-3.7977,-0.23207,0.94642,1.7116,-1.9574,-0.044135,-2.4304
0.22997,-0.26263,1.2701,2.3971,-0.040243,-0.062792,-0.023391
-1.261,-0.63981,-0.25456,1.9981,-0.15042,-0.068412,-0.40378
0.11584,0.077195,-0.2245,-0.45945,-0.099025,-0.059334,-0.10816
-0.56527,-1.2237,0.13969,0.72384,0.27978,-0.022596,-0.25371
-1.1728,-1.6561,0.85262,-1.6797,0.041752,-0.054316,0.038638
0.072542,-0.53329,0.11648,-1.9993,-0.61293,-0.071277,0.12213
-0.086202,-0.51136,-1.0677,-1.2516,-0.0567,-0.044458,1.8769
-0.33162,-0.32523,-0.075215,-2.195,-0.26204,-0.04746,1.2571
0.93436,0.047058,-0.94177,-0.65958,0.40273,-0.063682,1.5387
1.358,0.68155,0.3402,-0.43302,0.60516,-0.05623,2.5381
3.4188,2.8677,-2.1717,-0.0072437,-0.049685,0.24911,1.9918
0.35464,1.2168,-2.8202,-0.059399,-0.15413,0.80566,-1.538
-2.955,-1.2644,1.3256,-0.014802,-0.035932,-0.32389,-2.6319
-0.40633,0.28317,0.25933,-0.013567,0.016358,-0.82673,-0.4196
-0.65069,-0.35233,0.78939,-0.078908,-0.14651,-0.35389,-0.16111
0.18101,-0.16304,1.6709,-0.045517,-0.1292,-0.54242,0.26946
-0.37612,-0.71266,-0.23232,-0.024531,0.018766,-0.068294,0.14427
-0.23026,-1.0822,1.3771,-0.036714,-0.04015,-0.22977,-0.047809
-0.11433,-0.98222,-0.43705,0.019416,-0.10368,0.000899,1.2196
0.047078,-0.5149,-2.3583,-0.0078124,0.0061047,0.42557,-0.35138
-0.30956,-0.25885,0.68995,-0.033585,-0.045522,0.32931,1.577
0.72983,-0.052093,-1.5245,-0.030436,-0.053984,2.8172,1.8079
0.77764,0.99829,-0.38474,-0.048143,-0.043704,3.0256,-2.1421
-0.38864,-0.93568,0.08062,0.11769,-0.60299,0.11677,-1.426
-0.57821,-0.51197,-0.34676,-1.3518,-1.2117,1.4748,-1.3186
0.053665,0.67502,-0.26699,-0.93582,0.096183,1.5887,-0.10011
-0.11,1.1517,-0.39467,-0.24279,-0.27698,-1.169,-0.67017
-0.026845,1.0452,0.4141,0.63956,0.093186,-1.0403,0.032475
-0.067949,-0.76692,0.15046,0.61604,0.061039,-0.95817,0.26826
-0.047533,-1.0487,0.13194,0.69445,-0.071004,-1.046,-0.070225
-0.057962,0.22645,0.52543,1.1789,0.15741,-0.38036,0.094491
-0.052046,-0.25509,-0.099116,-0.18037,0.1817,-0.45911,0.06392
-0.056564,-0.431,0.71133,0.48493,-0.0094632,0.40552,0.87386
-0.051005,-0.83092,-0.11742,-0.068567,-0.32733,0.0031171,0.42679
-0.061093,-0.91402,-0.39671,-1.2827,-0.26447,0.24654,0.095141
-0.035044,0.087928,0.28132,-0.55667,0.099991,0.50658,0.71044
2.3616,2.598,-0.66312,-2.1062,2.0241,3.9735,-0.37538
0.13295,1.79,0.30394,0.95852,-0.19687,-0.33515,-1.7497
-2.3748,0.45376,0.018451,0.99906,-1.887,-3.2957,-0.73492
-0.13948,-0.78183,1.3103,1.6378,-0.23937,-0.96366,0.17562
-0.043852,-1.3571,0.24915,1.589,-0.69847,-0.59814,-0.057774
0.25975,-0.032887,1.6633,-0.37407,0.099825,-0.41849,0.34522
-0.51392,-0.49883,0.12844,0.82675,0.091323,-0.10668,0.03939
-0.43215,-0.7815,-1.6887,0.070223,-0.073818,-0.036323,0.46074
-0.043041,-0.65661,1.6505,-0.22046,-0.13011,0.19222,0.54354
0.0069586,-0.78998,-0.031276,-0.95167,0.40378,0.10274,-0.12826
-0.26195,-0.52539,-2.0848,-1.3526,-0.17276,-0.42646,0.33692
0.6149,-0.09951,-1.6922,-1.1471,0.56599,0.90751,1.1777
0.61407,0.64608,1.0649,-0.49848,0.41493,0.6223,1.0414
1.0238,1.2255,-1.4261,0.10031,2.447,2.0769,-1.3965
0.011315,2.4171,-0.10059,1.2254,-0.61093,-2.2349,-1.8562
-1.4916,-0.65033,1.4214,1.6453,-2.8957,-2.1724,-0.40063
-0.033964,0.60763,0.012346,1.3328,-0.043456,-0.54469,-0.22356
-0.046049,-0.7967,1.4456,0.97147,0.25865,-0.45471,0.20561
-0.12744,-1.0888,0.65524,0.58876,-0.045829,0.019459,0.083883
0.33602,-0.36354,0.19914,0.05381,0.11817,-0.30471,0.14773
0.035736,-0.48942,-1.1429,-0.16311,-0.06665,0.064718,-0.15229
-0.10795,-0.15168,-0.54467,-0.15357,0.30088,-0.10508,0.33929
0.47912,0.2317,1.4468,-0.17786,-0.16359,-0.074273,0.18835
-0.10212,0.20603,-0.49764,0.2986,-0.71762,-0.14393,-0.33186
0.00173,-0.46902,1.1651,0.97414,0.19278,-0.029665,0.18355
0.018525,-0.23622,-0.11953,0.62114,0.091241,0.014207,-0.23467
2.7961,1.6216,-0.085561,-1.5211,2.7047,1.3853,1.9993
-0.14017,2.2396,-0.86718,1.863,0.039362,-0.070645,-2.1204
-2.8843,-1.2989,0.59542,1.4793,-3.0357,-1.4091,-2.2708
-0.079587,-1.2954,1.2567,0.5896,-0.29402,-0.8359,0.50785
-0.22021,0.25197,-0.30873,0.3835,-0.23186,-1.0708,-0.12077
-0.024805,-0.46907,1.608,-0.89397,0.11532,0.47468,0.56269
-0.075049,-0.21806,0.1008,0.46849,0.065954,-0.16449,-0.11255
-0.034883,-0.12925,-0.22427,-0.38528,-0.25151,-0.77586,-0.20978
-0.085213,-0.27297,-0.39934,-0.24112,-0.043996,0.2687,-0.24371
0.0087614,0.94585,-0.91516,-0.40055,0.33071,-0.48741,1.2418
-0.19302,-0.14156,0.32183,0.003058,-0.78855,-0.16331,-0.2338
0.45943,-0.38207,0.12085,0.3638,1.8199,-0.15415,-0.41462
0.47359,0.17715,0.26716,-0.57194,1.1888,0.32825,1.216
2.3867,2.7522,-1.345,-0.32865,2.807,0.222,1.6635
0.33293,2.159,0.36073,-0.50783,-0.10169,-0.22485,-1.5225
-1.9706,-1.4506,1.9363,3.2148,-2.7739,-0.7434,-1.9183
-0.42478,-0.70225,0.50676,1.5016,-0.16141,-1.0183,0.32668
-0.6803,-0.81228,-0.46045,-0.064416,-0.53454,-0.56632,-0.2448
0.079602,-0.16937,0.57154,1.3432,0.2795,0.078221,0.25488
-0.11293,-0.76516,-0.97479,-1.3293,-0.096592,-0.089885,0.71946
-0.026703,-0.43362,-0.60401,-0.98475,0.015839,-0.077501,0.48196
-0.074681,-0.5469,0.40281,-1.5468,-0.14507,1.0374,1.2594
-0.023616,-0.38476,-1.6756,-1.6828,-0.39139,1.7055,-0.84397
-0.12442,-0.22286,-0.40142,-1.1973,-0.15169,0.76131,-1.4151
0.15795,2.2863,-0.64337,-0.53796,0.92088,-0.86726,0.39908
0.29752,1.1776,0.63261,1.0384,0.5745,-1.5839,-0.014078
1.717,3.6305,-0.61289,-1.0634,2.8327,2.6133,0.40406
0.023299,1.6871,-1.1462,1.1202,-0.05205,-0.95987,-1.182
-1.8327,-0.93865,1.2826,1.492,-3.305,-1.9894,-0.59527
0.067147,0.040091,0.6009,1.5183,-0.17105,-0.69434,0.12757
-0.18492,-0.47618,-0.93694,1.0116,-0.025359,-0.83733,-0.15888
-0.22818,-1.0541,0.66208,0.14842,0.18788,-0.11533,0.32667
-0.068219,-1.0642,0.80433,0.31142,-0.062804,-0.27307,0.086115
-0.083919,-0.76143,0.31869,-0.51786,-0.11816,0.12038,0.66394
-0.069143,-0.50318,-0.47432,0.38393,0.059087,0.2006,0.051012
0.0085257,-0.12265,-0.46056,-1.8576,-0.047329,0.64902,0.16223
