"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.069026,2.4752,-1.795,-2.0668,2.2582,0.56881,0.51123
-0.05627,1.3171,0.073555,1.3248,0.0958,0.097463,-1.1039
-0.025536,-0.20741,0.85098,1.2446,-2.545,-0.61194,-1.2224
-0.03616,0.10635,-0.67516,1.2823,-0.19799,-1.2357,-0.67369
-0.087715,-0.69162,0.91933,1.9498,-0.18597,-1.4793,-0.22155
-0.051054,0.78189,1.4508,0.62292,0.094888,-1.2892,-0.14217
-0.056328,-0.54725,0.27345,-0.41933,0.21683,-0.87314,-0.20719
-0.087569,-1.4896,0.8022,-0.28866,0.044276,-0.5099,-0.037054
-0.094707,-0.96478,-0.62277,0.32304,-0.28902,-0.3285,-0.09941
-0.050579,-0.56025,-0.034245,-0.54064,-0.30203,-0.25828,0.24278
-0.0070287,-0.56096,0.026179,-1.201,-0.64281,-0.16429,0.24108
-0.10751,0.075746,-2.2812,-1.1417,1.0293,-0.0020343,0.44802
-0.099778,1.042,0.40412,0.60556,0.84514,0.15791,0.51706
4.1112,-0.13298,0.019986,0.038852,2.6432,0.99182,5.0426
2.8875,-0.2102,0.019986,0.038852,-0.42165,-1.4046,2.6798
-0.98677,-0.057259,0.019986,0.038852,-2.9075,-2.325,-2.4122
0.40464,-0.0081019,0.019986,0.038852,-0.033622,-0.22881,1.0798
-0.38237,-0.11199,0.019986,0.038852,-0.1844,0.60233,-0.69009
1.0043,-0.11054,0.019986,0.038852,0.051482,0.75979,1.039
-3.8061,-0.068019,0.019986,0.038852,-0.00070484,0.44002,-2.5175
-3.3358,-0.057773,0.019986,0.038852,-0.10636,-1.6229,-4.2319
0.47313,-0.095776,0.019986,0.038852,-0.2007,-0.87184,0.46835
-0.49685,-0.12407,0.019986,0.038852,0.15364,1.1615,-0.2788
0.1388,-0.065896,0.019986,0.038852,-0.52938,1.3138,-0.19101
0.040106,-0.070781,0.019986,0.038852,1.2847,-1.1844,0.76212
1.4507,-0.098378,0.019986,0.038852,1.0553,-2.1718,1.0235
2.05,2.8952,-1.0043,-2.0006,1.6498,-0.2414,1.7675
0.67256,1.169,-0.32573,0.6381,-0.62253,-0.22576,-1.3963
-1.5359,-1.1785,-0.051631,1.6529,-1.8436,-0.20139,-1.8705
-0.11064,0.75332,1.5002,1.3149,0.27908,-0.22001,-0.10134
-0.28513,-0.040508,0.7903,0.40532,-0.066716,-0.21155,-0.21915
-0.29117,0.27363,-0.36488,0.2611,-0.14831,-0.24787,0.10825
-0.74323,-1.4972,0.84586,1.1767,-0.052168,-0.22061,-0.49544
-0.16491,-1.4311,-0.43505,-1.0243,-0.0056082,-0.20854,-0.19327
-0.11406,-0.35773,-0.6327,-1.3012,-0.20678,-0.14127,0.27259
-0.022125,-0.59542,0.62181,0.27528,-0.13099,-0.17185,-0.030544
-0.20065,-0.38656,-0.12506,-0.16868,-0.4171,-0.29173,0.24389
0.38206,-0.020435,-0.84139,-1.9219,0.57391,-0.19767,1.6894
0.51544,0.79997,0.31763,-0.82288,0.53373,-0.19545,0.68385
2.1275,2.319,0.2195,0.054283,-0.046581,-0.21477,1.5174
0.43959,1.2053,-0.72273,0.0028709,0.014109,-0.21477,-0.80673
-1.7437,0.27879,0.60272,0.02407,-0.046926,-0.21477,-1.6572
0.039293,0.082801,1.2712,0.044973,-0.17954,-0.21477,0.02871
-0.49761,-0.62392,2.0168,0.04848,-0.062604,-0.21477,-0.3451
-0.1749,-0.089292,1.747,0.066883,0.031426,-0.21477,0.011926
-0.42793,-1.3393,-1.4529,0.0029104,-0.059682,-0.21477,-0.20678
-0.36159,-0.84783,-0.068172,0.018006,-0.11753,-0.21477,-0.024942
-0.097557,-1.0453,-1.0516,0.071509,-0.090129,-0.21477,0.0087497
-0.0063264,-0.55997,-2.2827,0.048884,-0.019497,-0.21477,0.27116
-0.25815,-0.19797,1.0121,0.037075,0.00075326,-0.21477,0.095962
0.53908,-0.082371,-0.089333,-0.0022577,-0.076182,-0.21477,1.1258
0.65392,1.0263,-1.4055,0.033598,-0.10047,-0.21477,0.72758
-0.45752,-0.38142,-1.0518,-0.54543,-0.65581,2.7533,-0.86189
-0.53506,-0.3904,-1.2782,-0.57028,-1.2012,1.1047,-0.99867
-0.019417,-0.30427,0.22921,-0.26838,0.18727,0.23605,0.018911
-0.16939,-0.20996,-0.097484,-0.033903,-0.11155,0.77059,0.46988
-0.011928,-0.15631,0.082356,-0.042069,0.062591,1.241,0.40482
-0.090011,-0.12667,-0.013372,-0.099462,-0.23948,1.5617,-0.1183
-0.047535,-0.096282,0.038114,-0.049481,-0.12841,-0.75592,0.25798
-0.071516,-0.078887,0.0096962,0.026533,-0.036657,2.3488,-0.30311
-0.05716,-0.097089,0.02662,0.042871,-0.065201,1.3347,-0.086816
-0.067089,-0.13301,0.01426,0.035412,-0.058,0.68868,-0.099048
-0.057891,-0.1409,0.027457,0.03829,-0.05051,0.0046335,0.17258
-0.07057,-0.10319,0.0058831,0.039429,-0.07925,-0.94757,0.034068
-0.041966,-0.049862,0.061249,0.044663,0.0084048,0.27398,-0.78348
2.657,3.5774,-1.6452,-0.64658,2.3602,0.90496,0.78293
0.65302,1.7174,0.18467,0.64398,0.24612,-0.24245,-1.3198
-2.2143,-0.89511,-0.1382,2.3128,-2.662,-0.6003,-1.4119
-0.65083,-0.016523,0.94805,1.2453,0.058409,-0.6509,-0.32062
-0.37604,-0.46406,1.0439,1.8388,-0.0042987,-0.87101,-0.13118
0.44282,0.14231,2.4356,1.4117,0.27749,-0.49746,-0.079423
-0.51144,-1.1769,2.0157,-0.43616,-0.53653,-0.21709,-0.011533
-0.47679,-1.2834,-3.4591,-0.65926,-0.82811,-0.11695,-0.045292
-0.12584,-0.84335,-0.48539,-0.31707,0.014163,-0.028069,0.020529
-0.0037274,-0.36292,-0.5254,-0.51414,-0.098406,-0.16184,0.63686
-0.23662,-0.43577,-1.5907,-2.4858,-0.63055,0.74774,0.13258
0.45144,-0.031242,-0.12656,-1.8348,1.2262,2.0226,0.94196
0.66328,1.0237,0.69452,-0.013285,1.3445,0.36644,1.4942
1.5061,0.035557,-1.0023,-1.2755,3.4373,0.39619,1.4682
0.60241,0.24098,0.50476,0.17169,-0.38821,0.5549,-1.1439
-1.569,-0.25687,0.85961,2.2334,-3.6497,-0.98583,-1.2976
-0.25862,-0.081968,-0.3435,0.99181,0.57428,-0.96965,-0.1296
-0.20439,-0.040745,0.43875,2.0932,-0.43594,-0.15121,-0.51763
-0.30225,-0.16305,-0.22218,0.45609,-0.54237,-0.70057,0.22051
0.011837,-0.052629,1.205,-0.34588,0.086395,-0.54304,-0.18122
-0.030458,-0.089927,0.6999,0.45838,-0.056293,-0.21585,-0.2701
-0.15754,-0.11456,-1.2434,-1.2089,0.18419,-0.24526,-0.30417
0.049685,-0.035423,-0.081592,0.25511,0.2077,-0.14011,0.064856
-0.23191,-0.08519,-0.59167,0.96995,-0.37257,-0.25895,-0.10318
-0.12164,-0.047438,0.68241,0.78624,-0.06247,-0.476,-0.21276
0.20825,-0.11376,0.59727,-1.3365,0.42066,-0.031734,0.17985
2.5421,3.9636,-0.3759,-1.5816,2.6257,2.4603,1.5032
0.51528,1.7743,-0.48472,0.83235,0.24818,-0.37946,-1.6146
-2.6212,-2.6105,1.3627,1.8929,-2.5551,-1.3868,-1.7368
-0.40485,-0.23269,-0.23159,0.58817,-0.034355,-1.0542,0.16745
-0.2149,-1.1674,0.19315,0.38498,-0.3381,-1.0694,-0.11098
-0.0069279,-0.6342,0.27973,1.3255,0.14287,-0.70045,0.086644
-0.09024,-0.38963,-0.67355,-1.0139,-0.15771,-0.078799,0.061403
-0.039851,-0.25737,-0.25608,-1.9562,-0.62089,-0.061621,0.32142
-0.099701,-0.47724,-0.76797,-0.8279,-0.24111,-0.38814,0.21501
0.018879,-0.18399,-0.20014,-1.7258,0.01008,1.2306,0.76723
-0.26176,-0.22433,0.036868,-0.28987,-0.45347,2.1386,0.24314
0.52308,0.32307,0.13585,-0.34018,1.0393,2.7062,1.1496
0.50796,0.79538,0.35451,0.15558,1.0014,2.3118,0.17048
2.4604,2.5246,-0.22735,-1.6492,2.2801,1.3365,1.339
0.42129,1.5136,0.14077,0.69113,-0.48222,-0.42293,-0.97797
-2.0428,0.061218,0.56093,1.9386,-2.0387,-0.82147,-1.6255
-0.50601,-1.1123,-0.34943,1.5169,0.50304,-0.62923,-0.43672
-0.678,-1.5386,1.4761,0.017076,-0.52021,-1.2416,-0.18662
0.015536,-0.61446,0.70929,0.010938,-0.30899,-0.71248,-0.042595
-0.13637,-0.56815,-1.4824,0.34916,-0.094643,0.28667,0.38862
-0.015309,-0.14786,0.66617,-0.60502,-0.28622,0.15662,0.49419
-0.11785,-0.34058,0.11332,-1.5704,-0.47148,1.2136,0.64817
0.03753,-0.17432,-1.0204,-2.4357,0.0093351,1.9454,0.54448
-0.28404,-0.24682,-0.3321,-0.97385,-0.36016,2.439,0.0085409
0.55902,0.13353,-0.73795,-0.56685,0.95831,3.3,0.97113
0.61989,0.69584,-0.079142,-0.083675,0.84141,-0.46924,0.38738
2.4405,3.0798,-0.89346,-1.3731,2.5265,1.7217,1.3218
0.59135,0.95246,-1.699,0.87318,0.11687,-0.57974,-1.6344
-1.9945,-0.93652,2.0605,1.4079,-2.7613,-1.4228,-1.4937
-0.060003,0.66936,1.1512,1.3955,-0.036302,-1.272,-0.057381
-0.67586,-1.3223,1.4969,0.98741,0.21551,-0.86415,-0.45016
-0.57179,-1.1927,-0.021651,1.217,-0.030433,-0.50275,-0.011118
-0.11416,-0.80678,-2.6888,0.61956,-0.13559,-0.84131,-0.061874
-0.12792,-0.46575,-0.092554,-1.3444,-0.23216,0.22795,0.44267
-0.07905,-0.37211,-1.1393,-0.68216,-0.65299,0.31957,0.36005
0.026434,-0.11416,0.73648,-1.6289,-0.19307,0.59446,0.54126
-0.27533,-0.40244,0.30669,-1.464,-0.28056,1.6335,-0.20628
0.53575,0.44567,-1.6218,-0.89466,1.1746,2.0203,1.5168
0.8723,1.07,0.65531,-0.92525,0.7347,0.98814,1.2019
2.1424,2.319,-0.49399,-0.52692,1.6694,-0.18239,1.0917
0.70031,2.0567,-0.303,0.17807,-0.082452,-0.47755,-1.0465
-1.8078,-1.5477,0.042671,1.2827,-1.9936,-0.70203,-1.2295
-0.2284,-0.26604,0.36898,1.4518,-0.19249,-0.77989,-0.42443
-0.43797,-0.29791,1.7642,0.47397,-0.13398,-0.73753,-0.29821
0.37682,0.60136,0.57117,0.57063,-0.11734,-0.66701,0.0058547
-0.41306,0.81877,-1.8565,1.8651,-0.0517,-0.61231,-0.15784
-0.51835,-0.7034,0.8946,0.13763,-0.17083,-0.51648,-0.10745
0.16797,-0.36852,-0.42891,-0.67656,0.090534,-0.31983,-0.24689
-0.43852,-0.80274,3.2148,-0.22416,0.50215,-0.094197,0.021784
-0.50124,-0.90769,2.0401,-0.3214,-0.72267,-0.01016,-0.2333
0.087892,-0.4176,-1.5825,0.078771,1.4046,-0.14244,0.15893
0.4665,0.093345,0.054968,-1.1099,0.83851,-0.35862,0.45945
