"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
-0.024533,-0.017623,-0.18982,0.82271,4.0912,-0.55341,2.2674
-0.016844,-0.97351,0.096916,2.1971,-0.12623,0.0019418,1.055
0.000942,-1.2342,1.1483,2.4032,-2.8591,0.052429,0.24678
-0.012989,-0.45212,1.9129,0.27295,-0.73354,0.35535,0.52055
-0.016597,-0.10452,3.0599,-1.0327,-0.092489,1.0369,0.10338
-0.020676,0.069276,1.9129,-1.5137,-0.02501,0.75924,0.22071
-0.015493,-0.017623,-2.1014,-1.2389,-0.02501,-0.048545,-1.5783
0.0064974,-0.10452,-2.9616,-0.55168,-0.05875,0.10292,-2.53
-0.011931,-0.10452,-1.6235,-0.20808,-0.02501,-0.048545,-0.58756
-0.022198,-0.017623,-0.7633,-0.20808,-0.02501,-0.85633,0.28589
0.00069781,-0.017623,-0.2854,-0.2768,-0.02501,0.20389,-0.00091164
0.013208,1.3728,-0.18982,-0.2768,1.1221,0.45632,0.48144
0.34852,0.068356,-0.18982,-0.13936,0.88596,-0.85633,0.65091
2.3209,-1.4373,-0.094242,0.61655,0.95344,-0.73012,1.9676
2.5244,-0.14757,0.38365,1.5099,-0.39615,0.53205,2.3457
0.33688,-0.11405,0.76597,0.82271,-1.9819,0.65827,0.45537
-0.21868,-0.013198,0.57481,-0.55168,-0.53111,-0.12428,-0.026985
0.02438,0.23095,0.096916,-0.89527,-0.19371,0.12816,-0.41808
-0.56591,0.046253,0.096916,-0.68911,-0.02501,0.27962,-0.41808
-2.3831,-0.19719,-0.47656,-0.48296,0.076209,-0.099032,-2.0085
-2.0937,-0.094591,-0.66772,-0.2768,-0.05875,-0.4272,-2.2302
-0.346,-0.0022335,-0.2854,-0.070641,-0.12623,0.077672,-0.54845
-0.068214,0.11074,-0.38098,-0.0019222,-0.02501,0.40584,-0.1052
-0.033491,0.024873,-0.094242,-0.0019222,-0.02501,-0.55341,-0.23557
0.4179,-0.07704,0.0013368,-0.0019222,1.1221,-0.65439,0.37715
0.31374,0.93711,0.096916,0.066797,1.1559,-5.5485,0.55966
1.9689,1.0089,0.096916,0.75399,1.7969,-5.3234,1.3027
2.3508,-0.53902,0.0013368,2.6781,-0.73354,0.039568,1.9806
0.33688,-0.79971,0.57481,2.472,-2.9266,0.0073315,0.4684
0.39476,-0.27832,1.3394,-0.070641,-0.49737,-0.028034,-0.28772
-0.11451,0.24307,2.1041,-1.5137,-0.092489,0.024398,-0.013948
-0.67007,-0.10452,1.435,-1.7199,0.0087298,-0.018244,-0.87436
-2.2673,-0.45212,-1.3368,-1.1014,0.04247,0.020718,-1.9694
-2.3715,-0.017623,-2.4837,-0.48296,-0.05875,-0.030229,-1.0829
-0.40387,-0.017623,-1.3368,-0.20808,-0.092489,-0.030292,-0.23557
-0.079788,-0.10452,-0.2854,-0.2768,-0.02501,0.053539,-0.040021
-0.010343,-0.10452,0.0013368,-0.2768,-0.02501,0.029688,-0.013948
0.34846,1.5466,-0.094242,-0.13936,1.3583,0.02741,0.52055
0.40633,1.6335,0.096916,-0.1572,-0.0033982,2.3316,-0.092167
1.448,5.0225,0.0013368,-0.28445,-1.4381,2.7937,0.077307
0.42948,4.9356,-0.094242,-0.027195,0.00066654,-0.35147,-0.91347
-1.3414,-0.27832,0.67039,0.23607,0.030868,-1.5884,-2.1128
-0.45016,-1.3211,0.76597,0.06948,-0.085316,-1.2602,-0.47023
-0.033491,-2.3639,0.096916,-0.00538,-0.029759,-0.55341,-0.092167
-0.010343,-2.1032,0.096916,-0.10368,-0.014387,-0.30098,0.090344
-0.38072,-1.7556,0.57481,-0.02925,-0.025922,-0.30098,0.012125
-0.40387,-1.6687,1.6262,0.021715,-0.046114,-0.12428,-0.026985
-0.10294,-1.4949,0.0013368,0.087294,-0.037151,0.12816,0.48144
-0.033491,-0.97351,-1.4324,0.14362,-0.024506,0.45632,0.67699
-0.010343,-0.27832,-0.47656,-0.023629,-0.078418,1.3146,0.39018
0.49892,0.24307,-0.66772,-0.10693,-0.025159,1.5923,0.96379
0.38318,0.59067,-0.85888,-0.062831,1.3697,3.637,0.87254
-0.46174,-0.36522,-0.47656,0.0073742,0.099353,3.2079,-0.26164
-0.40387,-0.79971,0.0013368,-0.0019222,-1.3071,-0.073788,-0.4963
-0.068214,-0.36522,0.0013368,-0.0019222,-0.12623,0.12816,-0.19646
-0.010343,-0.36522,0.0013368,0.066797,-0.092489,-0.4272,0.038198
-0.010343,-0.19142,0.0013368,-0.0019222,-0.02501,-0.27574,0.16856
-0.010343,-0.017623,0.0013368,-0.070641,0.0087298,0.65827,0.077307
-0.010343,-0.017623,0.0013368,-0.0019222,0.0087298,0.12816,-0.040021
-0.010343,-0.017623,0.0013368,-0.0019222,-0.05875,0.17865,-0.053058
-0.010343,-0.017623,0.0013368,-0.0019222,-0.05875,0.27962,0.49448
-0.010343,-0.017623,0.0013368,-0.0019222,-0.02501,-0.4272,-0.040021
-0.010343,-0.017623,0.0013368,-0.0019222,-0.02501,-0.65439,-0.13128
-0.010343,-0.017623,0.0013368,-0.0019222,-0.02501,0.0019418,0.24678
0.32531,1.5466,0.0013368,-0.0019222,1.2234,-0.32622,-0.22253
2.0846,1.199,0.0013368,0.68527,3.4839,-0.95731,0.79432
1.7952,-1.4949,0.47923,2.4032,-0.32867,-1.0078,0.39018
0.25587,-1.2342,0.86155,1.8535,-3.399,-0.22525,0.325
0.24429,-0.10452,1.8173,-0.41424,-0.83476,0.93595,1.5244
0.22114,-0.017623,1.3394,-1.1701,-0.15997,0.88546,1.2115
-0.27655,0.24307,-0.57214,-1.2389,-0.05875,0.65827,0.33804
-2.1516,0.24307,-1.3368,-0.96399,0.0087298,0.45632,-2.178
-2.1053,-0.27832,-1.5279,-0.62039,-0.12623,0.33011,-2.4648
-0.46174,-0.27832,-0.85888,-0.41424,-0.05875,0.40584,-0.3529
-0.045065,-0.017623,-0.18982,-0.13936,-0.02501,0.0019418,0.44233
