"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.053839,-1.7649,-0.003447,2.0973,4.449,-0.37967,-0.001274
0.011647,-1.6077,1.0481,2.7154,0.078691,-0.15075,0.272
0.01351,-0.90005,2.494,1.7146,-2.8463,0.26895,1.0007
-0.011519,-0.21864,2.2968,-0.40467,-1.229,1.1465,1.7978
-0.053373,-0.035188,1.2453,-1.3466,-0.57514,2.4819,-0.18346
0.01868,0.017228,0.128,-1.4054,-0.058958,2.3674,-2.1192
-0.0035303,0.043436,-1.9423,-0.87563,0.0098664,0.3071,-1.0716
-0.014331,0.043436,-2.4352,-0.72845,0.0098664,-1.3717,-0.20623
0.028289,0.12206,-1.2522,-0.52241,-0.024546,-1.6769,-0.069593
-0.020769,0.51518,-0.7264,-0.3458,-0.058958,-1.1046,-0.04682
0.024525,0.75105,-0.52923,-0.2575,-0.024546,-0.57045,0.20368
0.045321,1.5635,-0.33206,0.15458,0.87017,-0.6086,0.31755
0.17662,-0.88537,-0.036308,-0.080894,0.83576,0.3071,0.067045
1.794,-2.0656,-0.003447,0.18402,1.7649,0.42156,0.29478
1.2964,0.052302,0.22658,1.3614,0.044278,-0.1889,0.089818
-0.55529,0.018501,0.98239,1.0671,-2.6055,-0.074441,0.089818
-0.29077,0.025226,1.6068,0.30176,-0.98808,-0.11259,-0.04682
0.26233,0.0097048,1.1796,-0.28694,-0.12778,0.0018677,0.24923
0.57495,0.0053244,0.65378,-1.2877,0.18193,0.23079,1.2512
-1.2767,0.040887,-0.95643,-1.1405,-0.024546,1.4517,-0.52505
-1.7577,-0.034391,-1.778,-0.28694,-0.23102,1.1846,-1.1399
-0.24267,-0.038043,-0.92357,-0.13976,-0.024546,-0.1889,-0.25178
-0.026245,0.047446,-0.59495,-0.13976,-0.024546,-0.11259,-0.29732
-0.002197,0.069593,-0.23348,-0.080894,-0.024546,-0.53229,-0.18346
0.35852,0.050508,-0.13489,-0.051459,1.1799,-1.2954,0.089818
0.98376,0.25101,-0.06917,-0.051459,1.1455,-1.805,3.5058
4.5188,0.22158,-0.003447,0.30176,1.2143,-1.0904,6.1702
3.8214,-0.19244,0.095137,1.0082,-0.50631,-0.028204,1.98
0.5509,-0.19244,0.42375,0.80214,-2.1925,-0.0029319,-0.3201
0.40661,-0.0089804,1.1138,-0.2575,-0.60955,0.079534,1.274
-0.098387,0.017228,1.311,-0.78732,-0.26543,-0.025075,0.54528
-0.62743,0.069644,0.25944,-0.52241,-0.058958,-0.078703,-0.61615
-4.5472,0.043436,-1.2522,-0.1692,0.0098664,0.002073,-3.0529
-4.4991,-0.0089804,-1.3508,-0.13976,-0.09337,-0.0054011,-3.3261
-0.77172,0.017228,-0.46351,-0.22807,-0.09337,0.012669,-0.61615
-0.098387,0.017228,-0.13489,-0.13976,-0.024546,0.041202,0.11259
-0.026245,0.017228,-0.036308,-0.051459,-0.024546,0.011814,-0.18346
0.67114,0.33172,0.029414,-0.080894,0.83576,-0.05077,0.43141
0.67114,0.41035,0.5552,-0.050868,-0.013903,0.34189,-1.2538
1.9697,0.14827,0.5552,-0.0089111,-0.96453,0.75582,-0.95774
1.4166,0.12206,-0.26634,0.020051,-0.058162,1.4899,0.18091
-1.1565,0.22689,-0.43064,-0.0026729,0.018429,1.3754,-1.8459
-1.1084,0.38414,-0.23348,-0.090471,-0.023567,-0.30337,-1.5726
-0.53124,0.75105,-0.06917,-0.081429,-0.014063,-1.2572,-0.20623
0.093993,0.35793,0.22658,-0.023171,-0.017077,-0.72306,0.24923
-0.67553,-0.61176,0.128,0.03655,-0.015232,-0.30337,0.18091
-1.0362,-0.79522,-0.003447,0.00090871,0.012614,-0.45598,0.22646
-0.26672,-0.42831,0.128,-0.066749,0.041781,0.26895,0.18091
-0.026245,-0.24485,-0.13489,-0.015601,-0.1,0.76495,0.38587
-0.026245,-0.21864,-0.23348,0.021553,-0.013645,0.76495,0.38587
0.33447,0.43656,-0.06917,-0.02913,0.07243,1.1846,0.20368
-0.002197,2.7691,-0.13489,0.38901,-0.084865,-0.41783,-1.1399
-0.36291,1.747,0.22658,1.6016,-0.034286,-1.5243,-1.2082
-0.002197,-0.84764,0.81809,2.0678,0.21634,-0.6086,0.044272
-0.002197,-1.1097,1.0481,0.71384,0.21634,-0.6086,0.18091
-0.002197,-1.1359,0.5552,-0.22807,0.044278,-0.41783,0.11259
