"GI_mRNA","LHY_mRNA","PRR5_NI_mRNA","PRR7_mRNA","PRR9_mRNA","TOC1_mRNA","Y_mRNA"
0.028428,3.2685,-0.34878,-0.12205,4.7658,0.13363,-1.2948
-0.041871,2.3644,-0.34878,0.81598,-0.091448,-0.77635,-1.172
-0.028481,0.83857,0.64213,2.0383,-3.23,-1.9391,-0.65009
0.095057,-0.3199,0.80728,1.2992,-1.0629,-1.6863,-0.15887
-0.047788,0.38649,-0.34878,0.56015,-0.27826,-0.87746,0.025334
-0.094715,0.92334,0.14667,0.64543,0.24482,-0.47302,0.11744
-0.010899,-0.94152,0.64213,-0.0083486,0.13273,-0.16969,-0.066769
0.010727,-1.3936,0.14667,-0.2926,0.095367,-0.01803,-0.066769
-0.015115,-1.0828,0.64213,-0.0083486,0.20746,0.083079,0.11744
-0.063795,-0.85675,0.31183,-0.37787,0.31955,0.13363,0.27094
0.024048,-0.60245,-0.84424,-0.1789,0.13273,0.18419,0.33234
0.0014626,-0.60245,0.47698,-0.036774,0.87999,0.33585,1.192
0.37152,-0.6423,-1.1745,-3.2204,0.95472,0.74029,0.20954
2.9989,-0.50683,-2.1655,-2.9361,1.6273,1.0942,0.14814
2.457,-0.071785,-0.018479,-0.0083486,-0.53981,1.0436,0.76216
-0.89125,-0.030127,-0.018479,-0.0083486,-3.0431,1.4986,-0.8343
-0.82361,0.034684,-0.018479,-0.0083486,-1.0629,0.8414,-0.65009
0.055731,0.014437,-0.018479,-0.0083486,-0.27826,-0.068584,-0.18957
-0.045731,0.022286,-0.018479,-0.0083486,0.020641,-0.72579,0.11744
-1.7029,-0.065722,-0.018479,-0.0083486,0.020641,-0.72579,-0.09747
-1.9735,-0.012759,-0.018479,-0.0083486,-0.054085,0.2853,0.48585
-0.45158,0.027819,-0.018479,-0.0083486,-0.054085,1.3975,0.36305
-0.079552,0.0085334,-0.018479,-0.0083486,-0.016722,0.68973,-1.2334
-0.079552,-0.020389,-0.018479,-0.0083486,-0.016722,-0.52358,-0.8343
0.63068,-0.062035,-0.018479,-0.0083486,1.1789,-0.87746,0.36305
1.2395,0.46068,0.64213,0.56015,1.3284,-3.042,3.8937
5.7714,2.4873,-0.018479,0.47488,2.7482,-2.2192,4.5384
2.085,1.997,-0.51393,0.44645,0.24482,0.13147,-2.2465
-3.9351,-0.40467,0.80728,1.0718,-2.8937,0.086105,-3.8737
-0.75597,-0.74373,0.80728,1.1855,-0.31563,-0.02361,-1.1106
-0.6545,-0.26339,0.97243,1.1002,-0.50244,0.16368,-0.52728
-0.95889,-0.037345,0.31183,0.90125,-0.72662,0.048257,0.30164
-1.7706,-0.60245,0.14667,0.617,0.17009,-0.075623,-0.43518
-1.6691,-1.0263,1.4679,0.048502,0.095367,0.05166,-0.68079
-0.11337,-0.8285,-0.84424,-0.71898,-0.20354,0.045999,0.48585
-0.01191,-0.46118,-1.1745,-1.4012,-0.35299,-0.064878,1.192
-0.01191,-0.29164,-0.018479,-1.3443,-0.53981,0.057496,1.806
